Id,Label,timeset,type,type2,color,Degree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
阿特拉斯(1945),阿特拉斯,,author,author,"#B4B4B4",140,522,0.15466,3,0.506917,0.550032,0
陆复初(1945),陆复初,,author,author,"#B4B4B4",190,684,0.389869,3,0.532434,0.582034,0
陆钦墀(1945),陆钦墀,,author,author,"#B4B4B4",316,841,0.622988,2,0.591014,0.653996,3715.760014
陈康成(1945),陈康成,,author,author,"#B4B4B4",133,496,0.1612,2,0.534653,0.564815,0
陈志中(1945),陈志中,,author,author,"#B4B4B4",97,292,0.137805,2,0.524808,0.547271,0
陈曦(1945),陈曦,,author,author,"#B4B4B4",92,382,0.070194,3,0.472593,0.510559,0
陈锺浩(1945),陈锺浩,,author,author,"#B4B4B4",190,684,0.389869,3,0.532434,0.582034,0
陈鼎龢(1945),陈鼎龢,,author,author,"#B4B4B4",44,126,0.026902,3,0.426789,0.457115,0
项黎(1945),项黎,,author,author,"#B4B4B4",97,292,0.137805,2,0.524808,0.547271,0
马哲民(1945),马哲民,,author,author,"#B4B4B4",97,292,0.137805,2,0.524808,0.547271,0
马超俊(1945),马超俊,,author,author,"#B4B4B4",190,684,0.389869,3,0.532434,0.582034,0
骆闻(1945),骆闻,,author,author,"#B4B4B4",97,292,0.137805,2,0.524808,0.547271,0
高尔金(1945),高尔金,,author,author,"#B4B4B4",140,522,0.15466,3,0.506917,0.550032,0
高扬(1945),高扬,,author,author,"#B4B4B4",133,496,0.1612,2,0.534653,0.564815,0
魏矢(1945),魏矢,,author,author,"#B4B4B4",44,126,0.026902,3,0.426789,0.457115,0
鲁小詹(1945),鲁小詹,,author,author,"#B4B4B4",133,496,0.1612,2,0.534653,0.564815,0
鲍乐蒂(1945),鲍乐蒂,,author,author,"#B4B4B4",187,688,0.480536,2,0.550134,0.591131,0
黄药眠(1945),黄药眠,,author,author,"#B4B4B4",133,496,0.1612,2,0.534653,0.564815,0
黎舫(1945),黎舫,,author,author,"#B4B4B4",187,688,0.480536,2,0.550134,0.591131,0
B._Ifor_Evans(1945),B._Ifor_Evans,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
Bercovici，K.(1945),Bercovici，K.,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
Clark，B.(1945),Clark，B.,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
E.C.(1945),E.C.,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
F._Geyrasi(1945),F._Geyrasi,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
Francis_Sill_wickwrne(1945),Francis_Sill_wickwrne,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
Hogg，P.(1945),Hogg，P.,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
Kenneth_de_Coorcy(1945),Kenneth_de_Coorcy,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
Lebedev-kumach，V.(1945),Lebedev-kumach，V.,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
Maurice_Hinbu(1945),Maurice_Hinbu,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
Mewhinnie(1945),Mewhinnie,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
Milner，I.(1945),Milner，I.,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
Mokrousov，B.(1945),Mokrousov，B.,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
Phillis_Bentley(1945),Phillis_Bentley,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
Richard_D._Moalar(1945),Richard_D._Moalar,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
Stantey_Barnes(1945),Stantey_Barnes,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
__塞鲁(1945),__塞鲁,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
一学生(1945),一学生,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
一生(1945),一生,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
一记者(1945),一记者,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
丁一(1945),丁一,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
丁易(1945),丁易,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
丁波(1945),丁波,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
丁玲(1945),丁玲,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
丁西林(1945),丁西林,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
万影(1945),万影,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
万昭__(1945),万昭__,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
万歌(1945),万歌,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
万英(1945),万英,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
不耳(1945),不耳,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
丘八大(1945),丘八大,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
东方晦之(1945),东方晦之,,author,author,"#B4B4B4",273,541,0.553906,2,0.576728,0.633041,1079.9713
严亚明(1945),严亚明,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
严信民(1945),严信民,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
严克(1945),严克,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
严奇(1945),严奇,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
严景矅(1945),严景矅,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
严问天(1945),严问天,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
丹尼尔(1945),丹尼尔,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
乔治六世(1945),乔治六世,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
乔治高(1945),乔治高,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
于右任(1945),于右任,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
于斌(1945),于斌,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
于殷(1945),于殷,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
于蒪(1945),于蒪,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
云中(1945),云中,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
云彬(1945),云彬,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
仁荪(1945),仁荪,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
以君(1945),以君,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
任华(1945),任华,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
任四维(1945),任四维,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
伊凡诺夫(1945),伊凡诺夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
伊利奥特(1945),伊利奥特,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
伊古斯(1945),伊古斯,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
伍同伐(1945),伍同伐,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
伍启元(1945),伍启元,,author,author,"#B4B4B4",251,426,0.343181,2,0.569684,0.62232,1130.999913
伏冷斯基(1945),伏冷斯基,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
伏斯克列兴斯基(1945),伏斯克列兴斯基,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
伏斯克列辛斯基(1945),伏斯克列辛斯基,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
伯伟(1945),伯伟,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
伯华(1945),伯华,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
伯韩(1945),伯韩,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
但维斯(1945),但维斯,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
何其芳(1945),何其芳,,author,author,"#B4B4B4",300,522,0.631414,2,0.585616,0.646199,1076.858937
何应钦(1945),何应钦,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
何惧(1945),何惧,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
何成濬(1945),何成濬,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
何方(1945),何方,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
何满子(1945),何满子,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
何达(1945),何达,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
余伯约(1945),余伯约,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
余剡溪(1945),余剡溪,,author,author,"#B4B4B4",271,492,0.567913,2,0.576081,0.632066,910.968777
余所亚(1945),余所亚,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
余林(1945),余林,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
侯外卢(1945),侯外卢,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
侯外庐(1945),侯外庐,,author,author,"#B4B4B4",184,339,0.193208,2,0.549251,0.589669,1469.845735
俊生(1945),俊生,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
保波雪夫斯基(1945),保波雪夫斯基,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
俞焕文(1945),俞焕文,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
傅彬然(1945),傅彬然,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
傅雷(1945),傅雷,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
光军(1945),光军,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
光涛(1945),光涛,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
克拉伊诺夫(1945),克拉伊诺夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
全杨(1945),全杨,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
公健(1945),公健,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
公孙未央(1945),公孙未央,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
再生侯北人(1945),再生侯北人,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
冯乃超(1945),冯乃超,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
冯克(1945),冯克,,author,author,"#B4B4B4",394,741,0.697124,2,0.618818,0.692008,5487.499473
冯少山(1945),冯少山,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
冯虚(1945),冯虚,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
冶人(1945),冶人,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
冷红(1945),冷红,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
冷遹(1945),冷遹,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
冷风(1945),冷风,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
凌端仁(1945),凌端仁,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
刘增华(1945),刘增华,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
刘宝希(1945),刘宝希,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
刘尊棋(1945),刘尊棋,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
刘清扬(1945),刘清扬,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
刘瑞林(1945),刘瑞林,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
刘赤柯夫(1945),刘赤柯夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
刘迺诚(1945),刘迺诚,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
别斯巴洛夫(1945),别斯巴洛夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
别赫尔(1945),别赫尔,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
力丁(1945),力丁,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
加也夫(1945),加也夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
加聂夫(1945),加聂夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
励吾(1945),励吾,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
劳莹(1945),劳莹,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
北人(1945),北人,,author,author,"#B4B4B4",271,492,0.567913,2,0.576081,0.632066,910.968777
匡扶(1945),匡扶,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
华聚六(1945),华聚六,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
华臣(1945),华臣,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
卡夫达诺夫(1945),卡夫达诺夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
卡尔平斯基(1945),卡尔平斯基,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
卡尔明(1945),卡尔明,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
卡拉华叶娃(1945),卡拉华叶娃,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
卢剑公(1945),卢剑公,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
卢铎(1945),卢铎,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
友非(1945),友非,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
反对内战(1945),反对内战,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
叔伟(1945),叔伟,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
叔梁(1945),叔梁,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
古柏(1945),古柏,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
史国卫(1945),史国卫,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
史笃(1945),史笃,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
史维特洛夫(1945),史维特洛夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
叶君(1945),叶君,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
叶尔马萧夫(1945),叶尔马萧夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
叶帆(1945),叶帆,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
叶文雄(1945),叶文雄,,author,author,"#B4B4B4",176,320,0.168583,2,0.546908,0.58577,3456.393313
叶理夫(1945),叶理夫,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
叶行(1945),叶行,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
叶鲁萨里姆斯基(1945),叶鲁萨里姆斯基,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
司马星(1945),司马星,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
吉人(1945),吉人,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
吕剑(1945),吕剑,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
吕德润(1945),吕德润,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
吴世昌(1945),吴世昌,,author,author,"#B4B4B4",300,522,0.631414,2,0.585616,0.646199,1076.858937
吴大琨(1945),吴大琨,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
吴晓(1945),吴晓,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
吴王琨(1945),吴王琨,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
吴磊伯(1945),吴磊伯,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
吴祖光(1945),吴祖光,,author,author,"#B4B4B4",205,324,0.294717,2,0.555495,0.599903,352.735125
吴纪(1945),吴纪,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
吴育英(1945),吴育英,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
吴荣甲(1945),吴荣甲,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
吴藻溪(1945),吴藻溪,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
吴铁(1945),吴铁,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
周依维(1945),周依维,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
周先庚(1945),周先庚,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
周冠羣(1945),周冠羣,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
周振甫(1945),周振甫,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
周斧冰(1945),周斧冰,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
周波(1945),周波,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
周煦良(1945),周煦良,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
周知(1945),周知,,author,author,"#B4B4B4",137,211,0.153377,2,0.53577,0.566764,1245.531314
周缉熙(1945),周缉熙,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
周钢鸣(1945),周钢鸣,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
周雍能(1945),周雍能,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
味橄(1945),味橄,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
唐庆增(1945),唐庆增,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
唐弢(1945),唐弢,,author,author,"#B4B4B4",273,541,0.553906,2,0.576728,0.633041,1079.9713
唐秉文(1945),唐秉文,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
土匈诺夫(1945),土匈诺夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
坦宁保姆(1945),坦宁保姆,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
士伐维奇(1945),士伐维奇,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
夏吉洛夫(1945),夏吉洛夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
夏孟辉(1945),夏孟辉,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
夏康农(1945),夏康农,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
夏炎德(1945),夏炎德,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
夏迪蒙(1945),夏迪蒙,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
大愿(1945),大愿,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
大荒(1945),大荒,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
天凡(1945),天凡,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
天父(1945),天父,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
天顽(1945),天顽,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
奥凯(1945),奥凯,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
奥歇鲁克(1945),奥歇鲁克,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
姚苏凤(1945),姚苏凤,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
姜亮夫(1945),姜亮夫,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
姜庆湘(1945),姜庆湘,,author,author,"#B4B4B4",130,205,0.148787,2,0.533819,0.563353,1184.551172
姜鹏翊(1945),姜鹏翊,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
存真(1945),存真,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
孙东城(1945),孙东城,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
孙亚夫(1945),孙亚夫,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
孙宝毅(1945),孙宝毅,,author,author,"#B4B4B4",44,64,0.026902,3,0.426789,0.457115,0
孙本文(1945),孙本文,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
孙源(1945),孙源,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
孙起孟(1945),孙起孟,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
孟昌(1945),孟昌,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
安约吾(1945),安约吾,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
安逸(1945),安逸,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
宋兴几(1945),宋兴几,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
宋秉恒(1945),宋秉恒,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
宣谛之(1945),宣谛之,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
宦乡(1945),宦乡,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
宧乡(1945),宧乡,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
寿生(1945),寿生,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
尊立(1945),尊立,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
小羽(1945),小羽,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
少之(1945),少之,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
尔咸(1945),尔咸,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
尚林(1945),尚林,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
尚钺(1945),尚钺,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
尚铖(1945),尚铖,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
尚青禾(1945),尚青禾,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
崔书琴(1945),崔书琴,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
崔洁民(1945),崔洁民,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
左舜生(1945),左舜生,,author,author,"#B4B4B4",300,522,0.631414,2,0.585616,0.646199,1076.858937
巴尔契斯基(1945),巴尔契斯基,,author,author,"#B4B4B4",37,58,0.018897,3,0.450197,0.475146,0
布尔(1945),布尔,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
布拉克尼(1945),布拉克尼,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
帅曦浓(1945),帅曦浓,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
席波夫(1945),席波夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
平沙(1945),平沙,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
庄圻泰(1945),庄圻泰,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
庄永(1945),庄永,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
库士聂卓夫(1945),库士聂卓夫,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
库马赤(1945),库马赤,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
康斯坦丁诺夫斯基(1945),康斯坦丁诺夫斯基,,author,author,"#B4B4B4",140,262,0.15466,3,0.506917,0.550032,0
康特古柏(1945),康特古柏,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
廷霸(1945),廷霸,,author,author,"#B4B4B4",128,177,0.207667,2,0.533264,0.562378,0
张东皋(1945),张东皋,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
张东荪(1945),张东荪,,author,author,"#B4B4B4",222,396,0.273333,2,0.560656,0.608187,1005.841694
张凤举(1945),张凤举,,author,author,"#B4B4B4",104,196,0.132534,3,0.490674,0.527453,0
张刚(1945),张刚,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
张君劢(1945),张君劢,,author,author,"#B4B4B4",165,241,0.219206,2,0.54372,0.580409,1344.453285
张宏(1945),张宏,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
张庸(1945),张庸,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
张德昌(1945),张德昌,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
张德粹(1945),张德粹,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
张志让(1945),张志让,,author,author,"#B4B4B4",300,522,0.631414,2,0.585616,0.646199,1076.858937
张志龢(1945),张志龢,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
张忠建(1945),张忠建,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
张恨水(1945),张恨水,,author,author,"#B4B4B4",300,522,0.631414,2,0.585616,0.646199,1076.858937
张时俊(1945),张时俊,,author,author,"#B4B4B4",133,249,0.1612,2,0.534653,0.564815,0
张明养(1945),张明养,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
张栋举(1945),张栋举,,author,author,"#B4B4B4",97,147,0.137805,2,0.524808,0.547271,0
张树楠(1945),张树楠,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
张淦(1945),张淦,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
张珏(1945),张珏,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
张竞存(1945),张竞存,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
张西曼(1945),张西曼,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
张超(1945),张超,,author,author,"#B4B4B4",190,343,0.389869,3,0.532434,0.582034,0
张远昕(1945),张远昕,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
张雪澄(1945),张雪澄,,author,author,"#B4B4B4",92,192,0.070194,3,0.472593,0.510559,0
张鸿增(1945),张鸿增,,author,author,"#B4B4B4",187,345,0.480536,2,0.550134,0.591131,0
