Id,Label,type,type2,color,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
充斥,充斥,notion,notion,"#FFFF00",0,1,1,0,2,2,0.005931,4,0.267118,0.281999,0
兇手,兇手,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
先于,先于,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
先决,先决,notion,notion,"#FFFF00",0,2,2,0,2,2,0.007289,4,0.268927,0.285174,441.731862
先决条件,先决条件,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
先君,先君,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
先天,先天,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
先得,先得,notion,notion,"#FFFF00",0,1,1,0,7,7,0.003733,4,0.260757,0.270584,0
先查,先查,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
先烈,先烈,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
先秦,先秦,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
先讲好,先讲好,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
先贤,先贤,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001358,4,0.253052,0.255988,0
光度,光度,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
光建,光建,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
光是,光是,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
光滑,光滑,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
克利夫兰,克利夫兰,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
克劳馥,克劳馥,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
克里,克里,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
克里姆林宫,克里姆林宫,notion,notion,"#FFFF00",0,2,2,0,2,2,0.010645,4,0.277879,0.300148,1016.730614
免开尊口,免开尊口,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
免於,免於,notion,notion,"#FFFF00",0,2,2,0,3,3,0.016795,4,0.297441,0.329733,2700.940674
党内,党内,notion,notion,"#FFFF00",0,2,2,0,2,2,0.0174,4,0.300344,0.333795,3248.63834
党务工作,党务工作,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
党团,党团,notion,notion,"#FFFF00",0,2,2,0,4,4,0.015949,4,0.295834,0.32745,2851.157683
党报,党报,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
党政,党政,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
党政军,党政军,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
党的路线,党的路线,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
入夏,入夏,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
入学,入学,notion,notion,"#FFFF00",0,2,2,0,2,2,0.012707,4,0.283952,0.309768,1855.868824
入室弟子,入室弟子,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
入川,入川,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
入甲缝,入甲缝,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
全人类,全人类,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
全国代表大会,全国代表大会,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
全国学联,全国学联,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
全图,全图,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
全局,全局,notion,notion,"#FFFF00",0,2,2,0,7,7,0.013998,4,0.287989,0.31594,2083.189656
全景,全景,notion,notion,"#FFFF00",0,2,2,0,2,2,0.015175,4,0.292144,0.322112,2504.849578
全权,全权,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
八九个,八九个,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
八千里,八千里,notion,notion,"#FFFF00",0,1,1,0,2,2,0.00532,4,0.264792,0.27789,0
八宝,八宝,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
八方,八方,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
八日下午,八日下午,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
八百,八百,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
八路,八路,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
八面山,八面山,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
公主,公主,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
公享,公享,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
公共事业,公共事业,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
公务人员,公务人员,notion,notion,"#FFFF00",0,2,2,0,2,2,0.016795,4,0.297441,0.329733,2700.940674
公审,公审,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
公式,公式,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
公意,公意,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013724,4,0.287551,0.315279,2160.28588
公文,公文,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
公映,公映,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
公有,公有,notion,notion,"#FFFF00",0,2,2,0,2,2,0.012474,4,0.285977,0.312886,1822.114175
公樸,公樸,notion,notion,"#FFFF00",0,1,1,0,3,3,0.003263,4,0.258179,0.265798,0
公民自由,公民自由,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
公祭,公祭,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007412,4,0.271558,0.289651,0
公费,公费,notion,notion,"#FFFF00",0,3,3,0,5,5,0.015162,4,0.28824,0.316344,4195.11171
公道,公道,notion,notion,"#FFFF00",0,2,2,0,2,2,0.012252,4,0.282577,0.307627,1730.088711
六一,六一,notion,notion,"#FFFF00",0,4,4,0,6,6,0.027341,4,0.319696,0.35904,12872.521364
六个,六个,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007793,4,0.273334,0.292643,0
六二,六二,notion,notion,"#FFFF00",0,3,3,0,5,5,0.018912,4,0.300197,0.333617,6772.948886
六十岁,六十岁,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
六千元,六千元,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
六周年,六周年,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
六年,六年,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
六邑,六邑,notion,notion,"#FFFF00",0,1,1,0,3,3,0.006205,4,0.268472,0.284361,0
兰德,兰德,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
共产主义,共产主义,notion,notion,"#FFFF00",0,4,4,0,7,7,0.030877,4,0.332426,0.374013,15365.216257
共产党员,共产党员,notion,notion,"#FFFF00",0,1,1,0,4,4,0.006205,4,0.268472,0.284361,0
共产国际,共产国际,notion,notion,"#FFFF00",0,4,4,0,6,6,0.029045,4,0.324451,0.364771,12712.737831
共偿,共偿,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
共匪,共匪,notion,notion,"#FFFF00",0,2,2,0,13,13,0.017431,4,0.298852,0.331717,2608.70573
共渡,共渡,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
关联,关联,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013752,4,0.290232,0.319294,2856.163134
兴工,兴工,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
其中,其中,notion,notion,"#FFFF00",0,2,2,0,2,2,0.005718,4,0.263623,0.275822,614.215738
其事,其事,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
其他,其他,notion,notion,"#FFFF00",0,3,3,0,4,4,0.015737,4,0.291918,0.321808,3846.634806
其声,其声,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
具状,具状,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
典型性,典型性,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
养士,养士,notion,notion,"#FFFF00",0,2,2,0,2,2,0.014188,4,0.288209,0.316271,2007.665403
养民,养民,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
兼及,兼及,notion,notion,"#FFFF00",0,3,3,0,3,3,0.020253,4,0.302853,0.33727,6165.009721
兼失,兼失,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
兼答,兼答,notion,notion,"#FFFF00",0,2,2,0,2,2,0.011407,4,0.27968,0.303045,1494.054505
兼评,兼评,notion,notion,"#FFFF00",0,2,2,0,2,2,0.009194,4,0.273165,0.292386,842.592503
兼谈,兼谈,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
兼述,兼述,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
兽行,兽行,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
冀热,冀热,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
内哄,内哄,notion,notion,"#FFFF00",0,2,2,0,2,2,0.006834,4,0.267577,0.282828,469.342538
内地,内地,notion,notion,"#FFFF00",0,3,3,0,3,3,0.020774,4,0.305018,0.340198,7071.327919
内外夹攻,内外夹攻,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
内外线,内外线,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
内情,内情,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013343,4,0.285576,0.312272,1835.082218
内有,内有,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
内蒙古,内蒙古,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013269,4,0.285606,0.312319,1819.172129
内说,内说,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
再忆,再忆,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
再斥,再斥,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
再演,再演,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
再责美,再责美,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
再进一步,再进一步,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
写实主义,写实主义,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
写景,写景,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
写生,写生,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
写赠,写赠,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
军事化,军事化,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007382,4,0.272023,0.290439,0
军事科学,军事科学,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
军士,军士,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
军备,军备,notion,notion,"#FFFF00",0,6,6,0,7,7,0.035992,4,0.334513,0.376412,22849.196399
军官团,军官团,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
军政人员,军政人员,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
军民一家,军民一家,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
军民合作,军民合作,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
军的,军的,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
军费,军费,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
农会,农会,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013998,4,0.287989,0.31594,2083.189656
农工,农工,notion,notion,"#FFFF00",0,1,1,0,2,2,0.010019,4,0.281315,0.305617,0
农工民主党,农工民主党,notion,notion,"#FFFF00",0,2,2,0,3,3,0.012888,4,0.283546,0.309138,1519.945377
冤旧,冤旧,notion,notion,"#FFFF00",0,2,2,0,2,2,0.007289,4,0.268927,0.285174,441.731862
冬夜,冬夜,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
冬学,冬学,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
冬春,冬春,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
冬藏,冬藏,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
冯至讲,冯至讲,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
冲出去,冲出去,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
冲开,冲开,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
冲破,冲破,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
决定性,决定性,notion,notion,"#FFFF00",0,3,3,0,3,3,0.020651,4,0.303908,0.338702,6316.932701
决心,决心,notion,notion,"#FFFF00",0,3,3,0,4,4,0.017351,4,0.29622,0.328027,6462.688109
决绝,决绝,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
决裂,决裂,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
冻结,冻结,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013113,4,0.285339,0.31191,1834.527572
凄风苦雨,凄风苦雨,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
准其,准其,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
减租减息,减租减息,notion,notion,"#FFFF00",0,3,3,0,6,6,0.017261,4,0.29279,0.323083,3916.213612
几件事,几件事,notion,notion,"#FFFF00",0,3,3,0,3,3,0.015224,4,0.290295,0.319415,4311.105286
几千年,几千年,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
几及,几及,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
几天,几天,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007412,4,0.271558,0.289651,0
几封信,几封信,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
几拜,几拜,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
几条,几条,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
几段,几段,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
几笔,几笔,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
几篇,几篇,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013587,4,0.288104,0.316113,2600.732567
凤虚凰,凤虚凰,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
凭据,凭据,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
凭籍,凭籍,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
凶年,凶年,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
出任,出任,notion,notion,"#FFFF00",0,2,2,0,2,2,0.007479,4,0.268873,0.28508,644.697786
出卖灵魂,出卖灵魂,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
出售,出售,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00116,4,0.252722,0.255343,0
出国,出国,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013477,4,0.286928,0.314334,2139.070573
出处,出处,notion,notion,"#FFFF00",0,1,1,0,2,2,0.005931,4,0.267118,0.281999,0
出巡,出巡,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
出渔,出渔,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
出火,出火,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
出版事业,出版事业,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013752,4,0.290232,0.319294,2856.163134
出版法,出版法,notion,notion,"#FFFF00",0,3,3,0,4,4,0.01925,4,0.30168,0.335664,5639.288312
出版社,出版社,notion,notion,"#FFFF00",0,4,4,0,4,4,0.013716,4,0.284348,0.310435,5311.292383
出的门,出的门,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
出笼,出笼,notion,notion,"#FFFF00",0,2,2,0,2,2,0.014188,4,0.288209,0.316271,2007.665403
击溃,击溃,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
击荡坑,击荡坑,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
函件,函件,notion,notion,"#FFFF00",0,2,2,0,3,3,0.014158,4,0.289575,0.318318,2564.982617
函市,函市,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
函授学校,函授学校,notion,notion,"#FFFF00",0,1,1,0,2,2,0.003733,4,0.260757,0.270584,0
分化,分化,notion,notion,"#FFFF00",0,2,2,0,2,2,0.015175,4,0.292144,0.322112,2504.849578
分合,分合,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
分工,分工,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013617,4,0.287416,0.315074,2251.443992
分校,分校,notion,notion,"#FFFF00",0,2,2,0,3,3,0.007289,4,0.268927,0.285174,441.731862
分歧,分歧,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
分水岭,分水岭,notion,notion,"#FFFF00",0,2,2,0,2,2,0.015175,4,0.292144,0.322112,2504.849578
分治,分治,notion,notion,"#FFFF00",0,3,3,0,5,5,0.02157,4,0.306537,0.342229,6647.770822
分立,分立,notion,notion,"#FFFF00",0,2,2,0,2,2,0.017431,4,0.298852,0.331717,2608.70573
分类,分类,notion,notion,"#FFFF00",0,2,2,0,2,2,0.011145,4,0.280599,0.304509,2026.291426
分野,分野,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013998,4,0.287989,0.31594,2083.189656
切勿,切勿,notion,notion,"#FFFF00",0,2,2,0,2,2,0.015949,4,0.295834,0.32745,2851.157683
刊出,刊出,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
刑事管辖,刑事管辖,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
列入,列入,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
列宁七七诞辰,列宁七七诞辰,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
列队,列队,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
刘少奇,刘少奇,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
刘野礁,刘野礁,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
刚刚,刚刚,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
创业,创业,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
创刊,创刊,notion,notion,"#FFFF00",0,2,2,0,2,2,0.00877,4,0.273353,0.292701,516.698619
创办,创办,notion,notion,"#FFFF00",0,2,2,0,2,2,0.010509,4,0.279139,0.302179,2173.288384
初会,初会,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
初旅,初旅,notion,notion,"#FFFF00",0,1,1,0,2,2,0.003733,4,0.260757,0.270584,0
判决,判决,notion,notion,"#FFFF00",0,2,2,0,2,2,0.013096,4,0.284175,0.310115,1593.671908
判罪,判罪,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
利与义,利与义,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
利害,利害,notion,notion,"#FFFF00",0,2,2,0,2,2,0.009231,4,0.274307,0.294291,1116.233463
利害关系,利害关系,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
利弊,利弊,notion,notion,"#FFFF00",0,2,2,0,4,4,0.01246,4,0.282748,0.307895,1673.041297
利用,利用,notion,notion,"#FFFF00",0,3,3,0,8,8,0.019957,4,0.307094,0.342969,8762.842493
利莎,利莎,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
别说,别说,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
到任,到任,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
到鲁西,到鲁西,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
制宪会议,制宪会议,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
制是,制是,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
制裁,制裁,notion,notion,"#FFFF00",0,2,2,0,2,2,0.009867,4,0.276399,0.297739,1298.557763
制造商,制造商,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
制造者,制造者,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
制造舆论,制造舆论,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
刷新,刷新,notion,notion,"#FFFF00",0,2,2,0,2,2,0.012136,4,0.283566,0.30917,2281.83965
刽子手,刽子手,notion,notion,"#FFFF00",0,2,2,0,3,3,0.015175,4,0.292144,0.322112,2504.849578
剃掉,剃掉,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
前前后后,前前后后,notion,notion,"#FFFF00",0,2,2,0,2,2,0.008397,4,0.27407,0.293897,706.08013
前尘影事,前尘影事,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
前的,前的,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
剧变,剧变,notion,notion,"#FFFF00",0,1,1,0,3,3,0.005931,4,0.267118,0.281999,0
剧坛,剧坛,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
剧评,剧评,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
剿匪,剿匪,notion,notion,"#FFFF00",0,5,5,0,9,9,0.036477,4,0.346364,0.389171,25131.751087
剿民,剿民,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
力三,力三,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
力求,力求,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
力能济乎,力能济乎,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
劝工,劝工,notion,notion,"#FFFF00",0,1,1,0,1,1,0.00532,4,0.264792,0.27789,0
办报,办报,notion,notion,"#FFFF00",0,2,2,0,2,2,0.011889,4,0.282788,0.307958,2251.961559
功用,功用,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005931,4,0.267118,0.281999,0
加上,加上,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
加倍,加倍,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003263,4,0.258179,0.265798,0
加倍努力,加倍努力,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
加惠,加惠,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
加紧,加紧,notion,notion,"#FFFF00",0,6,6,0,6,6,0.039532,4,0.350802,0.393763,29946.876066
加鞭,加鞭,notion,notion,"#FFFF00",0,1,1,0,1,1,0.001358,4,0.253052,0.255988,0
务请,务请,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006776,4,0.269878,0.286786,0
动手,动手,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
动摇,动摇,notion,notion,"#FFFF00",0,2,2,0,3,3,0.009939,4,0.277685,0.299833,2184.95269
动机,动机,notion,notion,"#FFFF00",0,4,4,0,5,5,0.022191,4,0.307832,0.343972,12517.225583
动物,动物,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
动荡不安,动荡不安,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007412,4,0.271558,0.289651,0
动运,动运,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007793,4,0.273334,0.292643,0
助人,助人,notion,notion,"#FFFF00",0,1,1,0,1,1,0.010019,4,0.281315,0.305617,0
助德乎,助德乎,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
助法乎,助法乎,notion,notion,"#FFFF00",0,1,1,0,1,1,0.005684,4,0.265963,0.279968,0
助读,助读,notion,notion,"#FFFF00",0,1,1,0,1,1,0.003733,4,0.260757,0.270584,0
努里,努里,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
劫收,劫收,notion,notion,"#FFFF00",0,1,1,0,1,1,0.006205,4,0.268472,0.284361,0
劳伦斯,劳伦斯,notion,notion,"#FFFF00",0,1,1,0,1,1,0.007382,4,0.272023,0.290439,0
劳动节,劳动节,notion,notion,"#FFFF00",0,3,3,0,8,8,0.019957,4,0.307094,0.342969,8762.842493
劳文,劳文,notion,notion,"#FFFF00",0,1,1,0,4,4,0.00116,4,0.252722,0.255343,0
