Id,Label,type,type2,color,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
政制,政制,notion,notion,"#FFFF00",0,5,5,0,13,13,0.034296,4,0.335971,0.378007,19856.272136
政治,政治,notion,notion,"#FFFF00",0,25,25,0,376,376,0.10023,4,0.499717,0.500446,278877.445265
故事,故事,notion,notion,"#FFFF00",0,16,16,0,76,76,0.078082,4,0.447671,0.471129,162710.287759
旧金山,旧金山,notion,notion,"#FFFF00",0,8,8,0,28,28,0.045736,4,0.359556,0.402491,37205.837031
自己,自己,notion,notion,"#FFFF00",0,18,18,0,53,53,0.081379,4,0.450798,0.473118,178117.252232
重庆,重庆,notion,notion,"#FFFF00",0,13,13,0,82,82,0.068779,4,0.414634,0.448802,102669.522708
问题,问题,notion,notion,"#FFFF00",0,26,26,0,759,759,0.100622,2,0.50041,0.500819,291414.818646
高尔基,高尔基,notion,notion,"#FFFF00",0,6,6,0,159,159,0.036581,4,0.339419,0.381812,27963.482146
一二,一二,notion,notion,"#FFFF00",0,9,9,0,16,16,0.04698,4,0.357146,0.400171,47478.616166
《再生》,《再生》,journal,journal,"#00EB00",1893,0,1893,4596,0,4596,0.582819,3,0.362321,0.413077,12820802.213762
东南,东南,notion,notion,"#FFFF00",0,5,5,0,11,11,0.03056,4,0.325769,0.366356,17960.506534
之后,之后,notion,notion,"#FFFF00",0,11,11,0,29,29,0.055027,4,0.382271,0.423227,76844.108815
之路,之路,notion,notion,"#FFFF00",0,14,14,0,30,30,0.069026,4,0.411988,0.446892,113562.831748
冯友兰,冯友兰,notion,notion,"#FFFF00",0,1,1,0,3,3,0.004405,4,0.26223,0.273276,0
前后,前后,notion,notion,"#FFFF00",0,19,19,0,54,54,0.084951,4,0.459034,0.47812,194018.471352
半月,半月,notion,notion,"#FFFF00",0,4,4,0,9,9,0.018733,4,0.297854,0.330368,5926.479908
历史学,历史学,notion,notion,"#FFFF00",0,1,1,0,3,3,0.007382,4,0.272023,0.290439,0
反动,反动,notion,notion,"#FFFF00",0,8,8,0,23,23,0.047711,4,0.363541,0.406301,46564.959883
发展,发展,notion,notion,"#FFFF00",0,17,17,0,135,135,0.083869,4,0.462646,0.480193,177717.562518
史大林,史大林,notion,notion,"#FFFF00",0,4,4,0,41,41,0.026347,4,0.31737,0.356174,10490.071005
团结,团结,notion,notion,"#FFFF00",0,14,14,0,51,51,0.075844,4,0.437218,0.4644,126571.783831
国难,国难,notion,notion,"#FFFF00",0,2,2,0,4,4,0.011944,4,0.284501,0.310618,1301.287159
大事记,大事记,notion,notion,"#FFFF00",0,1,1,0,4,4,0.003712,4,0.259631,0.268506,0
大会,大会,notion,notion,"#FFFF00",0,15,15,0,81,81,0.075413,4,0.434039,0.462333,130430.237288
太平洋战争,太平洋战争,notion,notion,"#FFFF00",0,1,1,0,4,4,0.003712,4,0.259631,0.268506,0
屋荒,屋荒,notion,notion,"#FFFF00",0,1,1,0,3,3,0.00532,4,0.264792,0.27789,0
延安,延安,notion,notion,"#FFFF00",0,9,9,0,27,27,0.060302,4,0.404597,0.441218,73152.45149
德国,德国,notion,notion,"#FFFF00",0,10,10,0,93,93,0.066472,4,0.422265,0.454171,92770.465718
战后,战后,notion,notion,"#FFFF00",0,18,18,0,89,89,0.086972,4,0.466918,0.482691,188651.303638
所见,所见,notion,notion,"#FFFF00",0,9,9,0,16,16,0.048002,4,0.363158,0.405965,54135.359467
捷克斯洛伐克,捷克斯洛伐克,notion,notion,"#FFFF00",0,1,1,0,6,6,0.007382,4,0.272023,0.290439,0
政潮,政潮,notion,notion,"#FFFF00",0,7,7,0,12,12,0.04501,4,0.359638,0.402543,36240.896321
日记,日记,notion,notion,"#FFFF00",0,15,15,0,34,34,0.073168,4,0.428302,0.458475,133182.718162
杂写,杂写,notion,notion,"#FFFF00",0,3,3,0,8,8,0.018149,4,0.301279,0.335113,6080.101655
柏林,柏林,notion,notion,"#FFFF00",0,12,12,0,49,49,0.072298,4,0.436689,0.464002,117987.786032
概略,概略,notion,notion,"#FFFF00",0,1,1,0,4,4,0.010019,4,0.281315,0.305617,0
沿途,沿途,notion,notion,"#FFFF00",0,1,1,0,4,4,0.007382,4,0.272023,0.290439,0
海军,海军,notion,notion,"#FFFF00",0,3,3,0,15,15,0.020663,4,0.305817,0.341269,5675.673847
理学,理学,notion,notion,"#FFFF00",0,3,3,0,5,5,0.016865,4,0.292682,0.322926,4868.952579
瞭望,瞭望,notion,notion,"#FFFF00",0,1,1,0,3,3,0.005684,4,0.265963,0.279968,0
硫磺岛,硫磺岛,notion,notion,"#FFFF00",0,1,1,0,3,3,0.010019,4,0.281315,0.305617,0
社会,社会,notion,notion,"#FFFF00",0,17,17,0,125,125,0.086827,4,0.476559,0.488081,196165.488329
社会主义国家,社会主义国家,notion,notion,"#FFFF00",0,1,1,0,9,9,0.007382,4,0.272023,0.290439,0
红军,红军,notion,notion,"#FFFF00",0,3,3,0,17,17,0.021105,4,0.306147,0.34171,6989.720056
纪念,纪念,notion,notion,"#FFFF00",0,22,22,0,228,228,0.097108,4,0.494426,0.497691,247606.614523
《中华论坛》,《中华论坛》,journal,journal,"#00EB00",389,0,389,590,0,590,0.151506,3,0.339049,0.349929,1421019.806471
续完,续完,notion,notion,"#FFFF00",0,15,15,0,100,100,0.079061,4,0.451927,0.473732,154494.841316
缅甸,缅甸,notion,notion,"#FFFF00",0,6,6,0,27,27,0.041799,4,0.356713,0.399667,30266.842179
罗马尼亚,罗马尼亚,notion,notion,"#FFFF00",0,5,5,0,19,19,0.025165,4,0.308263,0.344565,10100.639267
美军,美军,notion,notion,"#FFFF00",0,13,13,0,34,34,0.073973,4,0.434062,0.462296,117672.063919
美国,美国,notion,notion,"#FFFF00",0,23,23,0,835,835,0.098631,4,0.498681,0.499874,262760.169358
胜利,胜利,notion,notion,"#FFFF00",0,17,17,0,219,219,0.08922,4,0.478426,0.489104,191755.273425
航讯,航讯,notion,notion,"#FFFF00",0,6,6,0,23,23,0.037192,4,0.342198,0.384804,25667.571573
英国,英国,notion,notion,"#FFFF00",0,20,20,0,154,154,0.092255,4,0.478282,0.489104,211160.06025
莫斯科,莫斯科,notion,notion,"#FFFF00",0,14,14,0,70,70,0.072715,4,0.428094,0.458307,116015.010163
西线,西线,notion,notion,"#FFFF00",0,1,1,0,3,3,0.010019,4,0.281315,0.305617,0
西行漫记,西行漫记,notion,notion,"#FFFF00",0,1,1,0,3,3,0.007382,4,0.272023,0.290439,0
观察,观察,notion,notion,"#FFFF00",0,9,9,0,136,136,0.060877,4,0.406004,0.442289,74347.072599
解放运动,解放运动,notion,notion,"#FFFF00",0,7,7,0,14,14,0.050061,4,0.380822,0.421878,49043.012582
诗词,诗词,notion,notion,"#FFFF00",0,6,6,0,24,24,0.033421,4,0.332482,0.374129,20452.853441
谈屑,谈屑,notion,notion,"#FFFF00",0,1,1,0,3,3,0.001925,4,0.254733,0.259248,0
资本主义国家,资本主义国家,notion,notion,"#FFFF00",0,1,1,0,15,15,0.007382,4,0.272023,0.290439,0
运动,运动,notion,notion,"#FFFF00",0,23,23,0,221,221,0.09859,4,0.497649,0.499354,262470.694455
进入,进入,notion,notion,"#FFFF00",0,7,7,0,15,15,0.046616,4,0.367461,0.409944,39344.915211
道路,道路,notion,notion,"#FFFF00",0,16,16,0,63,63,0.082382,4,0.460526,0.478923,170660.379441
遭难,遭难,notion,notion,"#FFFF00",0,3,3,0,17,17,0.009912,4,0.272117,0.290648,1731.945216
野记,野记,notion,notion,"#FFFF00",0,1,1,0,3,3,0.001925,4,0.254733,0.259248,0
青年,青年,notion,notion,"#FFFF00",0,21,21,0,180,180,0.095684,4,0.492188,0.496515,238319.588951
000,000,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007382,4,0.272023,0.290439,0
一些,一些,notion,notion,"#FFFF00",0,8,8,0,11,11,0.040929,4,0.344291,0.387076,39644.872283
一次,一次,notion,notion,"#FFFF00",0,14,14,0,34,34,0.075616,4,0.445386,0.469644,139817.791262
三十一日,三十一日,notion,notion,"#FFFF00",0,4,4,0,7,7,0.032605,4,0.337557,0.379729,16131.961167
不可,不可,notion,notion,"#FFFF00",0,9,9,0,18,18,0.044716,4,0.363391,0.406186,51593.022389
不怕,不怕,notion,notion,"#FFFF00",0,3,3,0,4,4,0.021136,4,0.305123,0.34034,6256.048066
不要,不要,notion,notion,"#FFFF00",0,20,20,0,50,50,0.092283,4,0.486071,0.493293,222264.52313
两月记,两月记,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007382,4,0.272023,0.290439,0
义务劳动,义务劳动,notion,notion,"#FFFF00",0,1,1,0,2,2,0.010019,4,0.281315,0.305617,0
书报,书报,notion,notion,"#FFFF00",0,3,3,0,26,26,0.024812,4,0.317167,0.355896,7932.466872
二十八年,二十八年,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007382,4,0.272023,0.290439,0
二十周年,二十周年,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007382,4,0.272023,0.290439,0
二百,二百,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007382,4,0.272023,0.290439,0
云南,云南,notion,notion,"#FFFF00",0,6,6,0,14,14,0.035843,4,0.336156,0.378238,25265.113715
五千万,五千万,notion,notion,"#FFFF00",0,1,1,0,2,2,0.001925,4,0.254733,0.259248,0
人为,人为,notion,notion,"#FFFF00",0,2,2,0,4,4,0.01373,4,0.288565,0.316806,1787.82497
人民,人民,notion,notion,"#FFFF00",0,23,23,0,439,439,0.097665,4,0.497525,0.499291,266359.758979
人间,人间,notion,notion,"#FFFF00",0,5,5,0,8,8,0.021881,4,0.29632,0.328221,8337.558952
今后,今后,notion,notion,"#FFFF00",0,15,15,0,39,39,0.079222,4,0.45527,0.475763,156606.433894
介绍,介绍,notion,notion,"#FFFF00",0,15,15,0,46,46,0.074165,4,0.437941,0.464899,138468.53376
从军,从军,notion,notion,"#FFFF00",0,2,2,0,3,3,0.017431,4,0.298852,0.331717,2608.70573
伟大,伟大,notion,notion,"#FFFF00",0,12,12,0,63,63,0.062558,4,0.405278,0.441817,91666.163456
伦敦,伦敦,notion,notion,"#FFFF00",0,11,11,0,33,33,0.062042,4,0.40169,0.439035,77803.917935
保加利亚,保加利亚,notion,notion,"#FFFF00",0,2,2,0,6,6,0.010645,4,0.277879,0.300148,1016.730614
保障,保障,notion,notion,"#FFFF00",0,15,15,0,35,35,0.071896,4,0.421614,0.453846,120566.643878
信条,信条,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007412,4,0.271558,0.289651,0
信箱,信箱,notion,notion,"#FFFF00",0,5,5,0,29,29,0.030882,4,0.33169,0.373205,20012.303122
假如,假如,notion,notion,"#FFFF00",0,6,6,0,9,9,0.034129,4,0.332565,0.374223,22762.145045
克制性,克制性,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007382,4,0.272023,0.290439,0
克里米亚,克里米亚,notion,notion,"#FFFF00",0,5,5,0,8,8,0.027298,4,0.315515,0.353886,10937.297319
全世界,全世界,notion,notion,"#FFFF00",0,8,8,0,26,26,0.04721,4,0.36702,0.40956,43526.614194
全貌,全貌,notion,notion,"#FFFF00",0,3,3,0,9,9,0.019518,4,0.302611,0.336939,7207.156815
八一,八一,notion,notion,"#FFFF00",0,5,5,0,11,11,0.02142,4,0.299156,0.332221,8230.117773
八年,八年,notion,notion,"#FFFF00",0,6,6,0,28,28,0.032168,4,0.329146,0.370318,23909.936204
内战,内战,notion,notion,"#FFFF00",0,22,22,0,177,177,0.094342,4,0.482174,0.491267,227527.07123
写作,写作,notion,notion,"#FFFF00",0,6,6,0,9,9,0.034316,4,0.333557,0.375341,19640.161141
农村,农村,notion,notion,"#FFFF00",0,18,18,0,116,116,0.089943,4,0.483113,0.491666,211679.812491
准备,准备,notion,notion,"#FFFF00",0,10,10,0,18,18,0.039478,4,0.334274,0.376249,36763.838422
几个,几个,notion,notion,"#FFFF00",0,13,13,0,46,46,0.073529,4,0.439663,0.465964,131180.342223
列宁,列宁,notion,notion,"#FFFF00",0,3,3,0,50,50,0.021105,4,0.306147,0.34171,6989.720056
制度,制度,notion,notion,"#FFFF00",0,18,18,0,155,155,0.083138,4,0.456028,0.476298,183845.275743
加里宁,加里宁,notion,notion,"#FFFF00",0,1,1,0,3,3,0.007382,4,0.272023,0.290439,0
动态,动态,notion,notion,"#FFFF00",0,8,8,0,19,19,0.047465,4,0.364827,0.407514,44844.309269
助手,助手,notion,notion,"#FFFF00",0,2,2,0,3,3,0.014794,4,0.28985,0.318727,2075.122802
努力,努力,notion,notion,"#FFFF00",0,15,15,0,37,37,0.07513,4,0.437845,0.464836,143447.950252
劳动阶级,劳动阶级,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007382,4,0.272023,0.290439,0
势力,势力,notion,notion,"#FFFF00",0,10,10,0,25,25,0.060773,4,0.405051,0.441591,80457.588457
十月革命,十月革命,notion,notion,"#FFFF00",0,7,7,0,29,29,0.037692,4,0.337988,0.38028,28087.497182
华沙,华沙,notion,notion,"#FFFF00",0,1,1,0,2,2,0.00276,4,0.256685,0.262979,0
协调,协调,notion,notion,"#FFFF00",0,2,2,0,3,3,0.017431,4,0.298852,0.331717,2608.70573
卫国战争,卫国战争,notion,notion,"#FFFF00",0,1,1,0,8,8,0.007382,4,0.272023,0.290439,0
危机,危机,notion,notion,"#FFFF00",0,19,19,0,66,66,0.091738,4,0.482526,0.491377,211018.468649
历史,历史,notion,notion,"#FFFF00",0,21,21,0,159,159,0.093603,4,0.485893,0.493224,232145.320905
原因,原因,notion,notion,"#FFFF00",0,11,11,0,24,24,0.050433,4,0.371693,0.413922,64298.702766
原子弹,原子弹,notion,notion,"#FFFF00",0,10,10,0,32,32,0.049435,4,0.364325,0.407094,54052.031403
原子能,原子能,notion,notion,"#FFFF00",0,8,8,0,15,15,0.046363,4,0.361834,0.404679,42201.616092
参政会,参政会,notion,notion,"#FFFF00",0,8,8,0,17,17,0.044345,4,0.354974,0.398004,37552.110766
双周刊,双周刊,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007382,4,0.272023,0.290439,0
各界,各界,notion,notion,"#FFFF00",0,9,9,0,18,18,0.054486,4,0.38627,0.42656,64256.793796
名辩,名辩,notion,notion,"#FFFF00",0,1,1,0,2,2,0.001424,4,0.253205,0.256288,0
吕宋,吕宋,notion,notion,"#FFFF00",0,1,1,0,2,2,0.010019,4,0.281315,0.305617,0
和平,和平,notion,notion,"#FFFF00",0,25,25,0,356,356,0.10023,4,0.499717,0.500446,278877.445265
四万,四万,notion,notion,"#FFFF00",0,1,1,0,2,2,0.001925,4,0.254733,0.259248,0
四十二年,四十二年,notion,notion,"#FFFF00",0,1,1,0,2,2,0.010019,4,0.281315,0.305617,0
国内,国内,notion,notion,"#FFFF00",0,19,19,0,55,55,0.089946,4,0.477879,0.488858,205353.09953
国大,国大,notion,notion,"#FFFF00",0,16,16,0,49,49,0.079011,4,0.439396,0.46587,139815.922607
国民大会,国民大会,notion,notion,"#FFFF00",0,11,11,0,33,33,0.051437,4,0.365971,0.408663,56726.49549
国际局势,国际局势,notion,notion,"#FFFF00",0,5,5,0,8,8,0.032966,4,0.333978,0.375787,20267.140392
圣人,圣人,notion,notion,"#FFFF00",0,1,1,0,2,2,0.010019,4,0.281315,0.305617,0
地理,地理,notion,notion,"#FFFF00",0,4,4,0,14,14,0.027282,4,0.322147,0.362016,13349.274644
复兴,复兴,notion,notion,"#FFFF00",0,10,10,0,48,48,0.055443,4,0.387646,0.427735,71474.748545
复员,复员,notion,notion,"#FFFF00",0,10,10,0,39,39,0.047888,4,0.364291,0.407062,50303.664622
外长,外长,notion,notion,"#FFFF00",0,10,10,0,38,38,0.056154,4,0.385388,0.425846,64268.91344
大陆,大陆,notion,notion,"#FFFF00",0,4,4,0,8,8,0.025666,4,0.314378,0.352427,9148.95741
失业,失业,notion,notion,"#FFFF00",0,6,6,0,11,11,0.031774,4,0.324292,0.364635,20599.068203
委託,委託,notion,notion,"#FFFF00",0,1,1,0,2,2,0.010019,4,0.281315,0.305617,0
学习,学习,notion,notion,"#FFFF00",0,15,15,0,97,97,0.08339,4,0.463483,0.480628,162467.605569
学术,学术,notion,notion,"#FFFF00",0,10,10,0,29,29,0.054483,4,0.38386,0.424555,60969.91386
学术研究,学术研究,notion,notion,"#FFFF00",0,1,1,0,5,5,0.010019,4,0.281315,0.305617,0
对华政策,对华政策,notion,notion,"#FFFF00",0,16,16,0,67,67,0.076503,4,0.429437,0.459273,128731.817121
对外,对外,notion,notion,"#FFFF00",0,8,8,0,21,21,0.040945,4,0.349259,0.392241,36475.460577
对於,对於,notion,notion,"#FFFF00",0,4,4,0,53,53,0.027043,4,0.322239,0.362126,13007.810434
对策,对策,notion,notion,"#FFFF00",0,6,6,0,13,13,0.035574,4,0.336584,0.378711,23999.958632
展望,展望,notion,notion,"#FFFF00",0,16,16,0,214,214,0.078429,4,0.440297,0.466453,153814.368902
工业,工业,notion,notion,"#FFFF00",0,20,20,0,49,49,0.093243,4,0.487893,0.494253,228645.030206
工作,工作,notion,notion,"#FFFF00",0,19,19,0,286,286,0.089998,4,0.478167,0.489015,206453.39292
巴尔干,巴尔干,notion,notion,"#FFFF00",0,2,2,0,3,3,0.014794,4,0.28985,0.318727,2075.122802
布达佩斯,布达佩斯,notion,notion,"#FFFF00",0,2,2,0,3,3,0.00874,4,0.274146,0.294023,687.2191
希特勒,希特勒,notion,notion,"#FFFF00",0,9,9,0,24,24,0.054006,4,0.383156,0.42393,59606.750215
希腊,希腊,notion,notion,"#FFFF00",0,6,6,0,57,57,0.037009,4,0.341756,0.384332,23174.743503
平底,平底,notion,notion,"#FFFF00",0,1,1,0,2,2,0.00276,4,0.256685,0.262979,0
应否,应否,notion,notion,"#FFFF00",0,4,4,0,5,5,0.019214,4,0.297263,0.329534,7584.346771
建国,建国,notion,notion,"#FFFF00",0,13,13,0,53,53,0.062726,4,0.397327,0.435671,93149.540421
建设,建设,notion,notion,"#FFFF00",0,19,19,0,122,122,0.087951,4,0.469291,0.484071,202400.016706
廿四,廿四,notion,notion,"#FFFF00",0,1,1,0,3,3,0.007382,4,0.272023,0.290439,0
开发,开发,notion,notion,"#FFFF00",0,5,5,0,7,7,0.032607,4,0.332788,0.374449,20221.71072
归来,归来,notion,notion,"#FFFF00",0,8,8,0,19,19,0.04707,4,0.371885,0.414016,54359.542127
待续,待续,notion,notion,"#FFFF00",0,6,6,0,29,29,0.042695,4,0.359752,0.402627,33075.534571
必须,必须,notion,notion,"#FFFF00",0,19,19,0,43,43,0.087774,4,0.47032,0.484654,199393.058842
思想,思想,notion,notion,"#FFFF00",0,21,21,0,100,100,0.090272,4,0.473772,0.486643,212640.366448
思潮,思潮,notion,notion,"#FFFF00",0,4,4,0,8,8,0.016772,4,0.291586,0.321346,5080.377924
恢复,恢复,notion,notion,"#FFFF00",0,11,11,0,22,22,0.058523,4,0.389529,0.42932,75002.515153
恩格斯,恩格斯,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007382,4,0.272023,0.290439,0
成功,成功,notion,notion,"#FFFF00",0,12,12,0,25,25,0.063899,4,0.406732,0.442919,95840.258078
成都,成都,notion,notion,"#FFFF00",0,16,16,0,52,52,0.073305,4,0.421324,0.453668,126068.074054
我国,我国,notion,notion,"#FFFF00",0,13,13,0,89,89,0.061911,4,0.397566,0.43586,94887.669075
战争,战争,notion,notion,"#FFFF00",0,20,20,0,108,108,0.094074,4,0.489971,0.495339,230965.590795
战地,战地,notion,notion,"#FFFF00",0,4,4,0,8,8,0.026432,4,0.318196,0.357198,11367.418011
战局,战局,notion,notion,"#FFFF00",0,16,16,0,167,167,0.08206,4,0.4565,0.476529,157443.408386
战斗员,战斗员,notion,notion,"#FFFF00",0,2,2,0,3,3,0.013587,4,0.288104,0.316113,2600.732567
战时,战时,notion,notion,"#FFFF00",0,8,8,0,23,23,0.046402,4,0.364659,0.407356,42298.385186
战略,战略,notion,notion,"#FFFF00",0,8,8,0,22,22,0.05088,4,0.375242,0.417024,46705.360056
报酬,报酬,notion,notion,"#FFFF00",0,1,1,0,2,2,0.010019,4,0.281315,0.305617,0
掠夺者,掠夺者,notion,notion,"#FFFF00",0,2,2,0,3,3,0.0174,4,0.300344,0.333795,3248.63834
推进,推进,notion,notion,"#FFFF00",0,3,3,0,5,5,0.01649,4,0.292316,0.322391,3285.669573
提议,提议,notion,notion,"#FFFF00",0,5,5,0,7,7,0.022254,4,0.302634,0.337023,8629.332823
提高,提高,notion,notion,"#FFFF00",0,7,7,0,10,10,0.03395,4,0.329269,0.370486,25547.981966
改造,改造,notion,notion,"#FFFF00",0,16,16,0,49,49,0.067731,4,0.41714,0.450692,131573.181622
改革,改革,notion,notion,"#FFFF00",0,21,21,0,103,103,0.092389,4,0.480424,0.490296,225115.034516
政治协商会议,政治协商会议,notion,notion,"#FFFF00",0,11,11,0,61,61,0.057448,4,0.385538,0.425998,67111.88198
政策,政策,notion,notion,"#FFFF00",0,22,22,0,196,196,0.097039,4,0.496156,0.498572,253125.445662
教育,教育,notion,notion,"#FFFF00",0,22,22,0,158,158,0.097471,4,0.496219,0.498604,249871.707471
文学,文学,notion,notion,"#FFFF00",0,12,12,0,53,53,0.059411,4,0.394583,0.433456,82842.358996
文学遗产,文学遗产,notion,notion,"#FFFF00",0,2,2,0,3,3,0.011787,4,0.282135,0.306934,1887.593174
新闻记者,新闻记者,notion,notion,"#FFFF00",0,2,2,0,3,3,0.012732,4,0.283192,0.308587,1508.523564
方式,方式,notion,notion,"#FFFF00",0,7,7,0,14,14,0.040378,4,0.34863,0.391569,35728.023037
方面,方面,notion,notion,"#FFFF00",0,6,6,0,9,9,0.042487,4,0.359442,0.402328,33091.943277
旅途,旅途,notion,notion,"#FFFF00",0,4,4,0,11,11,0.029218,4,0.326842,0.367589,13756.678241
无表情,无表情,notion,notion,"#FFFF00",0,1,1,0,2,2,0.004405,4,0.26223,0.273276,0
日寇,日寇,notion,notion,"#FFFF00",0,4,4,0,10,10,0.027572,4,0.320781,0.360362,10645.31757
昆明,昆明,notion,notion,"#FFFF00",0,14,14,0,80,80,0.06447,4,0.393585,0.432706,98504.97687
春秋,春秋,notion,notion,"#FFFF00",0,3,3,0,27,27,0.018855,4,0.300481,0.33401,4091.138111
普鲁士,普鲁士,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007382,4,0.272023,0.290439,0
智识,智识,notion,notion,"#FFFF00",0,2,2,0,4,4,0.012778,4,0.285545,0.312224,1105.865382
最后,最后,notion,notion,"#FFFF00",0,18,18,0,50,50,0.084001,4,0.450516,0.472945,161466.595618
有感,有感,notion,notion,"#FFFF00",0,12,12,0,19,19,0.06027,4,0.397985,0.436164,95872.025414
未来,未来,notion,notion,"#FFFF00",0,10,10,0,23,23,0.044138,4,0.35088,0.393947,44954.522393
本土,本土,notion,notion,"#FFFF00",0,2,2,0,3,3,0.012778,4,0.285545,0.312224,1105.865382
杂志,杂志,notion,notion,"#FFFF00",0,6,6,0,13,13,0.03238,4,0.325596,0.366178,20753.995315
杂感,杂感,notion,notion,"#FFFF00",0,11,11,0,47,47,0.040343,4,0.334993,0.377078,41212.232437
杂记,杂记,notion,notion,"#FFFF00",0,11,11,0,49,49,0.065248,4,0.420431,0.452907,107443.266795
来的我,来的我,notion,notion,"#FFFF00",0,1,1,0,6,6,0.010019,4,0.281315,0.305617,0
架沙,架沙,notion,notion,"#FFFF00",0,1,1,0,2,2,0.00276,4,0.256685,0.262979,0
梵蒂冈,梵蒂冈,notion,notion,"#FFFF00",0,1,1,0,6,6,0.007382,4,0.272023,0.290439,0
检讨,检讨,notion,notion,"#FFFF00",0,19,19,0,74,74,0.086238,4,0.465849,0.482103,196983.411764
欧战,欧战,notion,notion,"#FFFF00",0,3,3,0,4,4,0.015826,4,0.288869,0.317289,3380.065524
武训,武训,notion,notion,"#FFFF00",0,2,2,0,3,3,0.00633,4,0.265598,0.279349,592.300212
殖民地,殖民地,notion,notion,"#FFFF00",0,6,6,0,19,19,0.039708,4,0.352359,0.395337,30234.926707
民族,民族,notion,notion,"#FFFF00",0,15,15,0,99,99,0.076533,4,0.435181,0.463088,129613.90759
民生,民生,notion,notion,"#FFFF00",0,6,6,0,15,15,0.032313,4,0.32983,0.371106,22609.7502
法则,法则,notion,notion,"#FFFF00",0,2,2,0,4,4,0.010142,4,0.276514,0.297928,873.376376
法国,法国,notion,notion,"#FFFF00",0,16,16,0,77,77,0.083504,4,0.458266,0.477584,158608.963768
活动,活动,notion,notion,"#FFFF00",0,10,10,0,32,32,0.060641,4,0.402852,0.439906,88310.970919
清末,清末,notion,notion,"#FFFF00",0,3,3,0,4,4,0.006795,4,0.26496,0.278241,1164.595364
清理,清理,notion,notion,"#FFFF00",0,2,2,0,13,13,0.009725,4,0.274175,0.29407,1058.533744
湘西,湘西,notion,notion,"#FFFF00",0,5,5,0,7,7,0.025979,4,0.309127,0.345698,11090.681985
满意,满意,notion,notion,"#FFFF00",0,1,1,0,2,2,0.00532,4,0.264792,0.27789,0
爱好,爱好,notion,notion,"#FFFF00",0,3,3,0,16,16,0.019195,4,0.303038,0.337522,5406.307347
物价,物价,notion,notion,"#FFFF00",0,15,15,0,76,76,0.071744,4,0.41952,0.452366,117661.03551
特写,特写,notion,notion,"#FFFF00",0,6,6,0,13,13,0.036565,4,0.341096,0.383623,26056.161466
特务,特务,notion,notion,"#FFFF00",0,10,10,0,27,27,0.041384,4,0.340408,0.382988,38426.052299
特稿,特稿,notion,notion,"#FFFF00",0,2,2,0,70,70,0.015338,4,0.293418,0.32397,2377.107993
独立运动,独立运动,notion,notion,"#FFFF00",0,7,7,0,10,10,0.037894,4,0.345099,0.3879,28034.539171
现阶段,现阶段,notion,notion,"#FFFF00",0,11,11,0,19,19,0.054809,4,0.381206,0.422314,65423.910184
琉球,琉球,notion,notion,"#FFFF00",0,5,5,0,7,7,0.029422,4,0.322671,0.362672,14778.697861
生产,生产,notion,notion,"#FFFF00",0,13,13,0,32,32,0.058421,4,0.389377,0.429247,94727.100597
生命,生命,notion,notion,"#FFFF00",0,7,7,0,8,8,0.043884,4,0.361225,0.404071,39434.853808
电贺,电贺,notion,notion,"#FFFF00",0,2,2,0,12,12,0.015175,4,0.292144,0.322112,2504.849578
登陆,登陆,notion,notion,"#FFFF00",0,3,3,0,6,6,0.014703,4,0.288502,0.316738,2687.333081
监狱,监狱,notion,notion,"#FFFF00",0,5,5,0,7,7,0.033336,4,0.338262,0.380527,23621.253432
直捣,直捣,notion,notion,"#FFFF00",0,1,1,0,8,8,0.007382,4,0.272023,0.290439,0
真理报,真理报,notion,notion,"#FFFF00",0,1,1,0,8,8,0.007382,4,0.272023,0.290439,0
研究,研究,notion,notion,"#FFFF00",0,16,16,0,139,139,0.07857,4,0.447495,0.471019,163366.267803
社论,社论,notion,notion,"#FFFF00",0,6,6,0,116,116,0.044105,4,0.368211,0.41061,39320.899749
福斯,福斯,notion,notion,"#FFFF00",0,5,5,0,18,18,0.023376,4,0.304713,0.339841,14210.95228
第三,第三,notion,notion,"#FFFF00",0,4,4,0,10,10,0.02661,4,0.321769,0.361559,14724.41555
第八,第八,notion,notion,"#FFFF00",0,2,2,0,7,7,0.011817,4,0.281325,0.305659,1575.385673
签署,签署,notion,notion,"#FFFF00",0,1,1,0,2,2,0.007382,4,0.272023,0.290439,0
管见,管见,notion,notion,"#FFFF00",0,2,2,0,6,6,0.01373,4,0.288565,0.316806,1787.82497
精神,精神,notion,notion,"#FFFF00",0,20,20,0,67,67,0.092088,4,0.481619,0.490915,212590.523982
组织,组织,notion,notion,"#FFFF00",0,14,14,0,50,50,0.069307,4,0.42052,0.453048,116531.500855
