"Id","Label","type"
"Chapman，C.(1947)","Chapman，C.","author"
"Conde，D.(1947)","Conde，D.","author"
"Daniell，R.(1947)","Daniell，R.","author"
"Deane，H.(1947)","Deane，H.","author"
"Dodds，H.W.(1947)","Dodds，H.W.","author"
"Donald_Morrow(1947)","Donald_Morrow","author"
"Dymshitz，I.(1947)","Dymshitz，I.","author"
"Falconer，D.B.(1947)","Falconer，D.B.","author"
"Hall，A.(1947)","Hall，A.","author"
"Huxley.J(1947)","Huxley.J","author"
"Jcres，G.E.(1947)","Jcres，G.E.","author"
"Jinseng，L.(1947)","Jinseng，L.","author"
"K.T.(1947)","K.T.","author"
"Kaim，J.R.(1947)","Kaim，J.R.","author"
"Kingdon，F.(1947)","Kingdon，F.","author"
"Kroll，J.(1947)","Kroll，J.","author"
"L.C(1947)","L.C","author"
"Lee，F.(1947)","Lee，F.","author"
"Leo_Rissin(1947)","Leo_Rissin","author"
"Ling，F.(1947)","Ling，F.","author"
"Loftus，J.(1947)","Loftus，J.","author"
"M.P(1947)","M.P","author"
"MURPHY.M.E(1947)","MURPHY.M.E","author"
"Masses，M.(1947)","Masses，M.","author"
"Meng，C.Y.W.(1947)","Meng，C.Y.W.","author"
"Mond，R.D.(1947)","Mond，R.D.","author"
"M·H(1947)","M·H","author"
"Nover(1947)","Nover","author"
"Peffer，N.(1947)","Peffer，N.","author"
"Powell.J.W.(1947)","Powell.J.W.","author"
"Rand，C.(1947)","Rand，C.","author"
"Renner.K(1947)","Renner.K","author"
"Rissin，L.(1947)","Rissin，L.","author"
"Sa(1947)","Sa","author"
"Salisbury，H.E.(1947)","Salisbury，H.E.","author"
"Salisbvry，H.E.(1947)","Salisbvry，H.E.","author"
"Schumpeter，T.A.(1947)","Schumpeter，T.A.","author"
"Shah，H.(1947)","Shah，H.","author"
"Shaw.G.B.(1947)","Shaw.G.B.","author"
"Shaw，S.(1947)","Shaw，S.","author"
"Sheng，C.F.(1947)","Sheng，C.F.","author"
"Siegfried，A.(1947)","Siegfried，A.","author"
"Stewart，M.S.(1947)","Stewart，M.S.","author"
"Suizbfrgetr，C.L.(1947)","Suizbfrgetr，C.L.","author"
"TG(1947)","TG","author"
"Theophrastus(1947)","Theophrastus","author"
"Thomas_Carlyle(1947)","Thomas_Carlyle","author"
"Tsao，F.L.(1947)","Tsao，F.L.","author"
"Tsao，H.L.(1947)","Tsao，H.L.","author"
"WS(1947)","WS","author"
"William_Blake(1947)","William_Blake","author"
"Y.S.W(1947)","Y.S.W","author"
"Yegorov，P.(1947)","Yegorov，P.","author"
"Young，J.(1947)","Young，J.","author"
"Zuns，P.J.(1947)","Zuns，P.J.","author"
"一农(1947)","一农","author"
"一清(1947)","一清","author"
"一苇(1947)","一苇","author"
"一荣(1947)","一荣","author"
"一萍(1947)","一萍","author"
"丁易(1947)","丁易","author"
"丁果(1947)","丁果","author"
"丁驌(1947)","丁驌","author"
"万光(1947)","万光","author"
"万守义(1947)","万守义","author"
"万家保(1947)","万家保","author"
"万武(1947)","万武","author"
"万锺民(1947)","万锺民","author"
"上官北斗(1947)","上官北斗","author"
"上苑(1947)","上苑","author"
"不移(1947)","不移","author"
"不雅诗人(1947)","不雅诗人","author"
"与稷(1947)","与稷","author"
"严仁赓(1947)","严仁赓","author"
"严兴之(1947)","严兴之","author"
"严凌(1947)","严凌","author"
"严敬舆(1947)","严敬舆","author"
"严林松(1947)","严林松","author"
"严若傑(1947)","严若傑","author"
"为民(1947)","为民","author"
"乔木(1947)","乔木","author"
"习之(1947)","习之","author"
"于人(1947)","于人","author"
"于冰(1947)","于冰","author"
"于夫(1947)","于夫","author"
"于鹤年(1947)","于鹤年","author"
"云舫(1947)","云舫","author"
"云虹(1947)","云虹","author"
"交大鸣社(1947)","交大鸣社","author"
"人之初(1947)","人之初","author"
"仁沛(1947)","仁沛","author"
"仇肇曾(1947)","仇肇曾","author"
"仞夐(1947)","仞夐","author"
"令狐(1947)","令狐","author"
"以群(1947)","以群","author"
"任九皋(1947)","任九皋","author"
"任俶傥(1947)","任俶傥","author"
"任叔永（鸿隽）(1947)","任叔永（鸿隽）","author"
"任可忠(1947)","任可忠","author"
"任钧(1947)","任钧","author"
"任雄(1947)","任雄","author"
"任鸿隽(1947)","任鸿隽","author"
"伊布拉因·阿尔敏沙林(1947)","伊布拉因·阿尔敏沙林","author"
"伊里斯(1947)","伊里斯","author"
"伍宪子(1947)","伍宪子","author"
"伍山(1947)","伍山","author"
"伍眞(1947)","伍眞","author"
"伟晨(1947)","伟晨","author"
"伯珩(1947)","伯珩","author"
"伯识(1947)","伯识","author"
"伯迦(1947)","伯迦","author"
"但尼(1947)","但尼","author"
"佐文(1947)","佐文","author"
"何兆坤(1947)","何兆坤","author"
"何光楣(1947)","何光楣","author"
"何公敢(1947)","何公敢","author"
"何其(1947)","何其","author"
"何凝(1947)","何凝","author"
"何华(1947)","何华","author"
"何奇(1947)","何奇","author"
"何幸之(1947)","何幸之","author"
"何彭(1947)","何彭","author"
"何慧英(1947)","何慧英","author"
"何时(1947)","何时","author"
"何永佶(1947)","何永佶","author"
"何清云(1947)","何清云","author"
"何经沛(1947)","何经沛","author"
"何若钧(1947)","何若钧","author"
"何蕴冰(1947)","何蕴冰","author"
"余为群(1947)","余为群","author"
"余信华(1947)","余信华","author"
"余克信(1947)","余克信","author"
"余初侨(1947)","余初侨","author"
"余孟如(1947)","余孟如","author"
"余所亚(1947)","余所亚","author"
"余才友(1947)","余才友","author"
"余景文(1947)","余景文","author"
"余纪泽(1947)","余纪泽","author"
"余长甲(1947)","余长甲","author"
"佚名(1947)","佚名","author"
"侯朗如(1947)","侯朗如","author"
"侯绍章(1947)","侯绍章","author"
"保生(1947)","保生","author"
"俞仲(1947)","俞仲","author"
"俞大栋(1947)","俞大栋","author"
"俞寰澄(1947)","俞寰澄","author"
"俞平伯(1947)","俞平伯","author"
"俞庆棠(1947)","俞庆棠","author"
"俞颂华(1947)","俞颂华","author"
"信义(1947)","信义","author"
"倪正和(1947)","倪正和","author"
"傅传经(1947)","傅传经","author"
"傅奇(1947)","傅奇","author"
"傅孟真(1947)","傅孟真","author"
"傅省三(1947)","傅省三","author"
"傅统先(1947)","傅统先","author"
"傅菊人(1947)","傅菊人","author"
"傅雷(1947)","傅雷","author"
"储伟(1947)","储伟","author"
"元方(1947)","元方","author"
"元白(1947)","元白","author"
"全慰天(1947)","全慰天","author"
"公诚(1947)","公诚","author"
"关外月(1947)","关外月","author"
"关夫(1947)","关夫","author"
"关怀(1947)","关怀","author"
"冯亦代(1947)","冯亦代","author"
"冯大麟(1947)","冯大麟","author"
"冯契(1947)","冯契","author"
"冯明源(1947)","冯明源","author"
"冯明章(1947)","冯明章","author"
"冯达生(1947)","冯达生","author"
"冰波(1947)","冰波","author"
"冶秋(1947)","冶秋","author"
"冷御秋(1947)","冷御秋","author"
"冷火(1947)","冷火","author"
"凌卓(1947)","凌卓","author"
"凡影(1947)","凡影","author"
"凤子(1947)","凤子","author"
"刘乃诚(1947)","刘乃诚","author"
"刘义(1947)","刘义","author"
"刘书春(1947)","刘书春","author"
"刘云舫(1947)","刘云舫","author"
"刘任民(1947)","刘任民","author"
"刘勉(1947)","刘勉","author"
"刘圣培(1947)","刘圣培","author"
"刘庸孙(1947)","刘庸孙","author"
"刘建绪(1947)","刘建绪","author"
"刘德生(1947)","刘德生","author"
"刘恒励(1947)","刘恒励","author"
"刘斐荪(1947)","刘斐荪","author"
"刘朝阳(1947)","刘朝阳","author"
"刘澄(1947)","刘澄","author"
"刘盛亚(1947)","刘盛亚","author"
"刘禹轩(1947)","刘禹轩","author"
"刘英臣(1947)","刘英臣","author"
"刘超武(1947)","刘超武","author"
"北方(1947)","北方","author"
"千家驹(1947)","千家驹","author"
"华尔嘉(1947)","华尔嘉","author"
"华山(1947)","华山","author"
"单子明(1947)","单子明","author"
"南星(1947)","南星","author"
"卫挺生(1947)","卫挺生","author"
"卫韧(1947)","卫韧","author"
"卿麐诗(1947)","卿麐诗","author"
"厚生(1947)","厚生","author"
"叙伦(1947)","叙伦","author"
"古传贤(1947)","古传贤","author"
"史明哲(1947)","史明哲","author"
"史立常(1947)","史立常","author"
"史良(1947)","史良","author"
"史迪瓦特(1947)","史迪瓦特","author"
"史镜涵(1947)","史镜涵","author"
"史靖(1947)","史靖","author"
"叶圣陶(1947)","叶圣陶","author"
"叶毅(1947)","叶毅","author"
"叶耳肖夫(1947)","叶耳肖夫","author"
"叶苗(1947)","叶苗","author"
"叶辛(1947)","叶辛","author"
"司马天籁(1947)","司马天籁","author"
"吉人(1947)","吉人","author"
"吉绍三(1947)","吉绍三","author"
"向日(1947)","向日","author"
"向晓(1947)","向晓","author"
"向板(1947)","向板","author"
"吕平(1947)","吕平","author"
"吕拙文(1947)","吕拙文","author"
"吕瑛(1947)","吕瑛","author"
"吕荧(1947)","吕荧","author"
"吕辰辉(1947)","吕辰辉","author"
"君君(1947)","君君","author"
"吴××(1947)","吴××","author"
"吴中平(1947)","吴中平","author"
"吴传道(1947)","吴传道","author"
"吴伧(1947)","吴伧","author"
"吴元黎(1947)","吴元黎","author"
"吴子(1947)","吴子","author"
"吴宝生(1947)","吴宝生","author"
"吴家滨(1947)","吴家滨","author"
"吴希白(1947)","吴希白","author"
"吴承禧(1947)","吴承禧","author"
"吴显齐(1947)","吴显齐","author"
"吴景超(1947)","吴景超","author"
"吴求是(1947)","吴求是","author"
"吴清友(1947)","吴清友","author"
"吴耀宗(1947)","吴耀宗","author"
"吴靓云(1947)","吴靓云","author"
"周一志(1947)","周一志","author"
"周华(1947)","周华","author"
"周叔厚(1947)","周叔厚","author"
"周叔谦(1947)","周叔谦","author"
"周天行(1947)","周天行","author"
"周子亚(1947)","周子亚","author"
"周建人(1947)","周建人","author"
"周文鳞(1947)","周文鳞","author"
"周文麟(1947)","周文麟","author"
"周明养(1947)","周明养","author"
"周树声(1947)","周树声","author"
"周炳琳(1947)","周炳琳","author"
"周继善(1947)","周继善","author"
"周至诚(1947)","周至诚","author"
"周锺岐(1947)","周锺岐","author"
"周问天(1947)","周问天","author"
"周顗(1947)","周顗","author"
"周鸿道(1947)","周鸿道","author"
"咏硕(1947)","咏硕","author"
"唐宏达(1947)","唐宏达","author"
"唐明远(1947)","唐明远","author"
"嘉文(1947)","嘉文","author"
"士宏(1947)","士宏","author"
"夏康农(1947)","夏康农","author"
"夏文炳(1947)","夏文炳","author"
"夏楚(1947)","夏楚","author"
"夏诚希(1947)","夏诚希","author"
"大荣(1947)","大荣","author"
"天籁(1947)","天籁","author"
"失名(1947)","失名","author"
"奇英(1947)","奇英","author"
"契之(1947)","契之","author"
"奚家立(1947)","奚家立","author"
"姚士彦(1947)","姚士彦","author"
"姚海峰(1947)","姚海峰","author"
"姚澄波(1947)","姚澄波","author"
"娄水芹(1947)","娄水芹","author"
"子欣(1947)","子欣","author"
"子薯(1947)","子薯","author"
"孔瑞明(1947)","孔瑞明","author"
"孔用济(1947)","孔用济","author"
"孙克宽(1947)","孙克宽","author"
"孙文晋(1947)","孙文晋","author"
"孙晓村(1947)","孙晓村","author"
"孙永澂(1947)","孙永澂","author"
"孙起孟(1947)","孙起孟","author"
"孙进明(1947)","孙进明","author"
"孝通(1947)","孝通","author"
"孟东邻(1947)","孟东邻","author"
"孟宪章(1947)","孟宪章","author"
"孟庆渊(1947)","孟庆渊","author"
"孟昭英(1947)","孟昭英","author"
"季羡林(1947)","季羡林","author"
"孤流(1947)","孤流","author"
"学文(1947)","学文","author"
"学昌(1947)","学昌","author"
"安娥(1947)","安娥","author"
"安平(1947)","安平","author"
"安格尔(1947)","安格尔","author"
"宋保尊(1947)","宋保尊","author"
"宋梦梅(1947)","宋梦梅","author"
"宋次男(1947)","宋次男","author"
"宗文(1947)","宗文","author"
"宗汝成(1947)","宗汝成","author"
"宗白华(1947)","宗白华","author"
"宣相权(1947)","宣相权","author"
"寒山(1947)","寒山","author"
"寰澄(1947)","寰澄","author"
"寿进文(1947)","寿进文","author"
"小林(1947)","小林","author"
"小燄(1947)","小燄","author"
"小诃(1947)","小诃","author"
"尖兵(1947)","尖兵","author"
"尹其文(1947)","尹其文","author"
"尹捷(1947)","尹捷","author"
"尹放(1947)","尹放","author"
"尹行六(1947)","尹行六","author"
"尼龙(1947)","尼龙","author"
"屏藩(1947)","屏藩","author"
"岳光(1947)","岳光","author"
"崔书琴(1947)","崔书琴","author"
"崔敬伯(1947)","崔敬伯","author"
"嶽云(1947)","嶽云","author"
"巴奈·拿乌耳（Nover，B.）(1947)","巴奈·拿乌耳（Nover，B.）","author"
"巴奈·那维尔（Movorr，B.）(1947)","巴奈·那维尔（Movorr，B.）","author"
"巴客(1947)","巴客","author"
"希元(1947)","希元","author"
"席人(1947)","席人","author"
"席纳(1947)","席纳","author"
"庐芷(1947)","庐芷","author"
"廖哲煌(1947)","廖哲煌","author"
"廖竞存(1947)","廖竞存","author"
"廷光(1947)","廷光","author"
"建庵(1947)","建庵","author"
"张一文(1947)","张一文","author"
"张世禄(1947)","张世禄","author"
"张东前(1947)","张东前","author"
"张义(1947)","张义","author"
"张义昌(1947)","张义昌","author"
"张云横(1947)","张云横","author"
"张以虚(1947)","张以虚","author"
"张佛森(1947)","张佛森","author"
"张允中(1947)","张允中","author"
"张光铨(1947)","张光铨","author"
"张包增元(1947)","张包增元","author"
"张卓然(1947)","张卓然","author"
"张友(1947)","张友","author"
"张叶(1947)","张叶","author"
"张啸虎(1947)","张啸虎","author"
"张国昌(1947)","张国昌","author"
"张国超(1947)","张国超","author"
"张培刚(1947)","张培刚","author"
"张大伦(1947)","张大伦","author"
"张寗远(1947)","张寗远","author"
"张庸(1947)","张庸","author"
"张强立(1947)","张强立","author"
"张志和(1947)","张志和","author"
"张愚山(1947)","张愚山","author"
"张文(1947)","张文","author"
"张方集(1947)","张方集","author"
"张旭初(1947)","张旭初","author"
"张明养(1947)","张明养","author"
"张明德(1947)","张明德","author"
"张明琴(1947)","张明琴","author"
"张映南(1947)","张映南","author"
"张曼筠(1947)","张曼筠","author"
"张本(1947)","张本","author"
"张正邦(1947)","张正邦","author"
"张永久(1947)","张永久","author"
"张汉清(1947)","张汉清","author"
"张籍(1947)","张籍","author"
"张絅伯(1947)","张絅伯","author"
"张绍先(1947)","张绍先","author"
"张继勋(1947)","张继勋","author"
"张耀武(1947)","张耀武","author"
"张西超(1947)","张西超","author"
"张远清(1947)","张远清","author"
"张述祖(1947)","张述祖","author"
"张道清(1947)","张道清","author"
"张道真(1947)","张道真","author"
"张铁生(1947)","张铁生","author"
"张锐(1947)","张锐","author"
"张雪澄(1947)","张雪澄","author"
"张雪非(1947)","张雪非","author"
"张高峰(1947)","张高峰","author"
"彭克昔(1947)","彭克昔","author"
"彭泽民(1947)","彭泽民","author"
"彭翰(1947)","彭翰","author"
"徐中玉(1947)","徐中玉","author"
"徐仁道(1947)","徐仁道","author"
"徐偶若(1947)","徐偶若","author"
"徐傅霖(1947)","徐傅霖","author"
"徐季明(1947)","徐季明","author"
"徐敬(1947)","徐敬","author"
"徐朴敬(1947)","徐朴敬","author"
"徐毓枬(1947)","徐毓枬","author"
"徐源浩(1947)","徐源浩","author"
"徐行(1947)","徐行","author"
"徐述纶(1947)","徐述纶","author"
"德明(1947)","德明","author"
"志伊(1947)","志伊","author"
"怀霜(1947)","怀霜","author"
"怒涛(1947)","怒涛","author"
"思慕(1947)","思慕","author"
"思蓝(1947)","思蓝","author"
"怡波(1947)","怡波","author"
"悲厂(1947)","悲厂","author"
"悲声(1947)","悲声","author"
"慕容苗(1947)","慕容苗","author"
"戒庵(1947)","戒庵","author"
"戚殿萱(1947)","戚殿萱","author"
"戴文赛(1947)","戴文赛","author"
"戴镏龄(1947)","戴镏龄","author"
"所亚(1947)","所亚","author"
"扬可扬(1947)","扬可扬","author"
"拉斯基(1947)","拉斯基","author"
"拉铁摩尔(1947)","拉铁摩尔","author"
"援静(1947)","援静","author"
"放翁句(1947)","放翁句","author"
"敢为(1947)","敢为","author"
"文丑(1947)","文丑","author"
"文弼成(1947)","文弼成","author"
"文秀村(1947)","文秀村","author"
"文继武(1947)","文继武","author"
"文觉(1947)","文觉","author"
"斯鸣(1947)","斯鸣","author"
"新生(1947)","新生","author"
"方东旭(1947)","方东旭","author"
"方兰汝(1947)","方兰汝","author"
"方向之(1947)","方向之","author"
"方建民(1947)","方建民","author"
"方治平(1947)","方治平","author"
"方瑛(1947)","方瑛","author"
"方秋苇(1947)","方秋苇","author"
"方稜(1947)","方稜","author"
"方竹平(1947)","方竹平","author"
"方艾(1947)","方艾","author"
"方苞(1947)","方苞","author"
"方锦(1947)","方锦","author"
"施克(1947)","施克","author"
"施安娜(1947)","施安娜","author"
"施若霖(1947)","施若霖","author"
"无垢(1947)","无垢","author"
"时昭瀞(1947)","时昭瀞","author"
"时风(1947)","时风","author"
"明伦(1947)","明伦","author"
"易文(1947)","易文","author"
"易明(1947)","易明","author"
"星五(1947)","星五","author"
"晓笛(1947)","晓笛","author"
"景宋(1947)","景宋","author"
"曦诒(1947)","曦诒","author"
"更生(1947)","更生","author"
"曹文羣(1947)","曹文羣","author"
"曹永辉(1947)","曹永辉","author"
"曹立名(1947)","曹立名","author"
"曼容(1947)","曼容","author"
"曾乾(1947)","曾乾","author"
"曾景初(1947)","曾景初","author"
"曾炳钧(1947)","曾炳钧","author"
"曾进(1947)","曾进","author"
"望月(1947)","望月","author"
"未名(1947)","未名","author"
"朱偰(1947)","朱偰","author"
"朱凤鸣(1947)","朱凤鸣","author"
"朱启平(1947)","朱启平","author"
"朱咏沂(1947)","朱咏沂","author"
"朱喜庆(1947)","朱喜庆","author"
"朱声绂(1947)","朱声绂","author"
"朱天心(1947)","朱天心","author"
"朱守一(1947)","朱守一","author"
"朱斯煌(1947)","朱斯煌","author"
"朱本源(1947)","朱本源","author"
"朱洁夫(1947)","朱洁夫","author"
"朱碧波(1947)","朱碧波","author"
"朱福建(1947)","朱福建","author"
"朱綘(1947)","朱綘","author"
"朱绛(1947)","朱绛","author"
"朱自清(1947)","朱自清","author"
"李一荣(1947)","李一荣","author"
"李一雯(1947)","李一雯","author"
"李仁柳(1947)","李仁柳","author"
"李伯森(1947)","李伯森","author"
"李伯球(1947)","李伯球","author"
"李俊谟(1947)","李俊谟","author"
"李健吾(1947)","李健吾","author"
"李克佐(1947)","李克佐","author"
"李剑华(1947)","李剑华","author"
"李定中(1947)","李定中","author"
"李巖(1947)","李巖","author"
"李幕白(1947)","李幕白","author"
"李广田(1947)","李广田","author"
"李康民(1947)","李康民","author"
"李微尘(1947)","李微尘","author"
"李怀仁(1947)","李怀仁","author"
"李恭宇(1947)","李恭宇","author"
"李惠林(1947)","李惠林","author"
"李慕曰(1947)","李慕曰","author"
"李振周(1947)","李振周","author"
"李文奎(1947)","李文奎","author"
"李昂季叶夫(1947)","李昂季叶夫","author"
"李显承(1947)","李显承","author"
"李晓岚(1947)","李晓岚","author"
"李普曼(1947)","李普曼","author"
"李木子(1947)","李木子","author"
"李正文(1947)","李正文","author"
"李殷民(1947)","李殷民","author"
"李济深(1947)","李济深","author"
"李浩培(1947)","李浩培","author"
"李烛尘(1947)","李烛尘","author"
"李理黄(1947)","李理黄","author"
"李瑜(1947)","李瑜","author"
"李瑶(1947)","李瑶","author"
"李璜(1947)","李璜","author"
"李白凤(1947)","李白凤","author"
"李纯青(1947)","李纯青","author"
"李铁民(1947)","李铁民","author"
"李韵斯(1947)","李韵斯","author"
"杜明(1947)","杜明","author"
"杜渐(1947)","杜渐","author"
"杞人(1947)","杞人","author"
"杨不平(1947)","杨不平","author"
"杨义旗(1947)","杨义旗","author"
"杨伯常(1947)","杨伯常","author"
"杨作英(1947)","杨作英","author"
"杨光时(1947)","杨光时","author"
"杨六章(1947)","杨六章","author"
"杨同芳(1947)","杨同芳","author"
"杨奚水(1947)","杨奚水","author"
"杨庆堃(1947)","杨庆堃","author"
"杨戎(1947)","杨戎","author"
"杨时雨(1947)","杨时雨","author"
"杨明洁(1947)","杨明洁","author"
"杨晦(1947)","杨晦","author"
"杨深(1947)","杨深","author"
"杨绛(1947)","杨绛","author"
"杨羽震(1947)","杨羽震","author"
"杨育才(1947)","杨育才","author"
"杨荫溥(1947)","杨荫溥","author"
"杨采夫(1947)","杨采夫","author"
"林丽(1947)","林丽","author"
"林之英(1947)","林之英","author"
"林其民(1947)","林其民","author"
"林冬(1947)","林冬","author"
"林国健(1947)","林国健","author"
"林如稷(1947)","林如稷","author"
"林子木(1947)","林子木","author"
"林安鹏(1947)","林安鹏","author"
"林峰(1947)","林峰","author"
"林布(1947)","林布","author"
"林朋(1947)","林朋","author"
"林木(1947)","林木","author"
"林枫(1947)","林枫","author"
"林楚(1947)","林楚","author"
"林维仁(1947)","林维仁","author"
"林菁(1947)","林菁","author"
"林达(1947)","林达","author"
"林迈可(1947)","林迈可","author"
"柏舟(1947)","柏舟","author"
"柳亚子(1947)","柳亚子","author"
"树之(1947)","树之","author"
"栗寄沧(1947)","栗寄沧","author"
"根室(1947)","根室","author"
"梁华仪(1947)","梁华仪","author"
"梁实秋(1947)","梁实秋","author"
"梁潄溟(1947)","梁潄溟","author"
"梁秋水(1947)","梁秋水","author"
"梁马(1947)","梁马","author"
"梅碧华(1947)","梅碧华","author"
"梦飞(1947)","梦飞","author"
"楚图南(1947)","楚图南","author"
"楼邦彦(1947)","楼邦彦","author"
"欧文(1947)","欧文","author"
"欧石(1947)","欧石","author"
"欧阳显悦(1947)","欧阳显悦","author"
"欧阳澄(1947)","欧阳澄","author"
"欧阳牧堂(1947)","欧阳牧堂","author"
"殷怀远(1947)","殷怀远","author"
"毛一心(1947)","毛一心","author"
"水建彤(1947)","水建彤","author"
"江帆(1947)","江帆","author"
"汤德明(1947)","汤德明","author"
"汪叔棣(1947)","汪叔棣","author"
"汪竹一(1947)","汪竹一","author"
"汪静远(1947)","汪静远","author"
"沈从文(1947)","沈从文","author"
"沈光沛(1947)","沈光沛","author"
"沈同衡(1947)","沈同衡","author"
"沈志远(1947)","沈志远","author"
"沈正仑(1947)","沈正仑","author"
"沈炼之(1947)","沈炼之","author"
"沈犁(1947)","沈犁","author"
"沈茂坊(1947)","沈茂坊","author"
"沈衡若(1947)","沈衡若","author"
"沈钧儒(1947)","沈钧儒","author"
"沈鹤如(1947)","沈鹤如","author"
"沙学浚(1947)","沙学浚","author"
"沙汀(1947)","沙汀","author"
"波浪(1947)","波浪","author"
"洛如(1947)","洛如","author"
"洪泽(1947)","洪泽","author"
"洪深(1947)","洪深","author"
"洪潮(1947)","洪潮","author"
"洪荒(1947)","洪荒","author"
"洪遒(1947)","洪遒","author"
"流金(1947)","流金","author"
"浩泓(1947)","浩泓","author"
"浪天(1947)","浪天","author"
"涑之(1947)","涑之","author"
"淮阴父老(1947)","淮阴父老","author"
"淳风(1947)","淳风","author"
"温典光(1947)","温典光","author"
"漠南(1947)","漠南","author"
"漾兮(1947)","漾兮","author"
"潘亢三(1947)","潘亢三","author"
"潘大悲(1947)","潘大悲","author"
"潘子平(1947)","潘子平","author"
"潘子明(1947)","潘子明","author"
"潘孑农(1947)","潘孑农","author"
"潘家濂(1947)","潘家濂","author"
"潘星照(1947)","潘星照","author"
"潘朗(1947)","潘朗","author"
"潮局(1947)","潮局","author"
"火凤(1947)","火凤","author"
"炎德(1947)","炎德","author"
"烈风(1947)","烈风","author"
"焦煤(1947)","焦煤","author"
"爱莲(1947)","爱莲","author"
"牛奉先(1947)","牛奉先","author"
"牛斤两(1947)","牛斤两","author"
"狄超白(1947)","狄超白","author"
"王伯康(1947)","王伯康","author"
"王兆和(1947)","王兆和","author"
"王克浪(1947)","王克浪","author"
"王兰(1947)","王兰","author"
"王可平(1947)","王可平","author"
"王品仪(1947)","王品仪","author"
"王壁岑(1947)","王壁岑","author"
"王士倬(1947)","王士倬","author"
"王士章(1947)","王士章","author"
"王士蓉(1947)","王士蓉","author"
"王多幹(1947)","王多幹","author"
"王威(1947)","王威","author"
"王寄篱(1947)","王寄篱","author"
"王庆全(1947)","王庆全","author"
"王庆源(1947)","王庆源","author"
"王庚(1947)","王庚","author"
"王念昆(1947)","王念昆","author"
"王慕蕴(1947)","王慕蕴","author"
"王执中(1947)","王执中","author"
"王春芳(1947)","王春芳","author"
"王树尧(1947)","王树尧","author"
"王楚生(1947)","王楚生","author"
"王正光(1947)","王正光","author"
"王正礼(1947)","王正礼","author"
"王水(1947)","王水","author"
"王泽农(1947)","王泽农","author"
"王济昌(1947)","王济昌","author"
"王济道(1947)","王济道","author"
"王潜庵(1947)","王潜庵","author"
"王琦(1947)","王琦","author"
"王璧岑(1947)","王璧岑","author"
"王益之(1947)","王益之","author"
"王秋逸(1947)","王秋逸","author"
"王絜非(1947)","王絜非","author"
"王绳祖(1947)","王绳祖","author"
"王舜桑(1947)","王舜桑","author"
"王芸生(1947)","王芸生","author"
"王迅雷(1947)","王迅雷","author"
"王造时(1947)","王造时","author"
"王遵明(1947)","王遵明","author"
"王醒觉(1947)","王醒觉","author"
"王铁崖(1947)","王铁崖","author"
"王韵霞(1947)","王韵霞","author"
"王鲁之(1947)","王鲁之","author"
"甘祠森(1947)","甘祠森","author"
"甘笑(1947)","甘笑","author"
"甘草(1947)","甘草","author"
"甫堡(1947)","甫堡","author"
"田心源(1947)","田心源","author"
"田汉(1947)","田汉","author"
"田涛(1947)","田涛","author"
"田绍禹(1947)","田绍禹","author"
"田菊安(1947)","田菊安","author"
"申公(1947)","申公","author"
"白云(1947)","白云","author"
"白坚石(1947)","白坚石","author"
"白居易(1947)","白居易","author"
"白无垢(1947)","白无垢","author"
"白朗(1947)","白朗","author"
"白木(1947)","白木","author"
"白湜(1947)","白湜","author"
"白里奚(1947)","白里奚","author"
"白银根(1947)","白银根","author"
"皇甫梦觉(1947)","皇甫梦觉","author"
"皇甫炎(1947)","皇甫炎","author"
"益成(1947)","益成","author"
"石熙文(1947)","石熙文","author"
"石燕(1947)","石燕","author"
"石磊(1947)","石磊","author"
"石若望(1947)","石若望","author"
"碧遥(1947)","碧遥","author"
"祝____(1947)","祝____","author"
"秋水(1947)","秋水","author"
"秦军(1947)","秦军","author"
"秦澄(1947)","秦澄","author"
"秦镜清(1947)","秦镜清","author"
"程紫明(1947)","程紫明","author"
"稼人(1947)","稼人","author"
"穆企(1947)","穆企","author"
"穆堂(1947)","穆堂","author"
"穆木天(1947)","穆木天","author"
"穆歌(1947)","穆歌","author"
"空了(1947)","空了","author"
"章乃器(1947)","章乃器","author"
"章伯钧(1947)","章伯钧","author"
"章元善(1947)","章元善","author"
"章平(1947)","章平","author"
"章幸之(1947)","章幸之","author"
"章洛平(1947)","章洛平","author"
"童伐异(1947)","童伐异","author"
"童秀(1947)","童秀","author"
"笪移今(1947)","笪移今","author"
"简贯三(1947)","简贯三","author"
"範绮石(1947)","範绮石","author"
"米兰民(1947)","米兰民","author"
"粟寄沧(1947)","粟寄沧","author"
"粱漱溟(1947)","粱漱溟","author"
"纪北(1947)","纪北","author"
"纯青(1947)","纯青","author"
"细流(1947)","细流","author"
"维洛夫(1947)","维洛夫","author"
"编者(1947)","编者","author"
"罗名军(1947)","罗名军","author"
"罗味莘(1947)","罗味莘","author"
"罗明佑(1947)","罗明佑","author"
"罗涵先(1947)","罗涵先","author"
"罗特(1947)","罗特","author"
"罗蒙(1947)","罗蒙","author"
"群生(1947)","群生","author"
"翁之镛(1947)","翁之镛","author"
"翁锡益(1947)","翁锡益","author"
"翟敬(1947)","翟敬","author"
"翦伯赞(1947)","翦伯赞","author"
"翰飞(1947)","翰飞","author"
"老弟(1947)","老弟","author"
"老迂(1947)","老迂","author"
"耿农(1947)","耿农","author"
"耿笑天(1947)","耿笑天","author"
"联沪(1947)","联沪","author"
