Source,Target,Type,Id,Label,timeset,Weight,year,place,MMNT-EdgeType
陈正清(1949),张柳生(1949),Undirected,20616,author-author,,18,,,author<--->author
陈正清(1949),张端纳(1949),Undirected,20617,author-author,,18,,,author<--->author
陈正清(1949),徐照林(1949),Undirected,20618,author-author,,18,,,author<--->author
陈正清(1949),德华(1949),Undirected,20619,author-author,,18,,,author<--->author
陈正清(1949),文华(1949),Undirected,20620,author-author,,18,,,author<--->author
陈正清(1949),文飞(1949),Undirected,20621,author-author,,18,,,author<--->author
陈正清(1949),文魁(1949),Undirected,20622,author-author,,18,,,author<--->author
陈正清(1949),方正(1949),Undirected,20623,author-author,,18,,,author<--->author
陈正清(1949),旅人(1949),Undirected,20624,author-author,,18,,,author<--->author
陈正清(1949),普文(1949),Undirected,20625,author-author,,18,,,author<--->author
陈正清(1949),未茗(1949),Undirected,20626,author-author,,18,,,author<--->author
陈正清(1949),朱德(1949),Undirected,20627,author-author,,18,,,author<--->author
陈正清(1949),李家榆(1949),Undirected,20628,author-author,,18,,,author<--->author
陈正清(1949),李文(1949),Undirected,20629,author-author,,18,,,author<--->author
陈正清(1949),李维德(1949),Undirected,20630,author-author,,18,,,author<--->author
陈正清(1949),李金表(1949),Undirected,20631,author-author,,18,,,author<--->author
陈正清(1949),李鱼(1949),Undirected,20632,author-author,,18,,,author<--->author
陈正清(1949),林林(1949),Undirected,20633,author-author,,18,,,author<--->author
陈正清(1949),柳晨(1949),Undirected,20634,author-author,,18,,,author<--->author
陈正清(1949),格列布湼夫(1949),Undirected,20635,author-author,,18,,,author<--->author
陈正清(1949),棉之(1949),Undirected,20636,author-author,,18,,,author<--->author
陈正清(1949),楚石(1949),Undirected,20637,author-author,,18,,,author<--->author
陈正清(1949),欧阳子倩(1949),Undirected,20638,author-author,,18,,,author<--->author
陈正清(1949),殷勤(1949),Undirected,20639,author-author,,18,,,author<--->author
陈正清(1949),泓夫(1949),Undirected,20640,author-author,,18,,,author<--->author
陈正清(1949),浩波(1949),Undirected,20641,author-author,,18,,,author<--->author
陈正清(1949),瀚若(1949),Undirected,20642,author-author,,18,,,author<--->author
陈正清(1949),王江(1949),Undirected,20643,author-author,,18,,,author<--->author
陈正清(1949),王烽(1949),Undirected,20644,author-author,,18,,,author<--->author
陈正清(1949),王纯德(1949),Undirected,20645,author-author,,18,,,author<--->author
陈正清(1949),白虹(1949),Undirected,20646,author-author,,18,,,author<--->author
陈正清(1949),石维骏(1949),Undirected,20647,author-author,,18,,,author<--->author
陈正清(1949),纪于(1949),Undirected,20648,author-author,,18,,,author<--->author
陈正清(1949),翰宗(1949),Undirected,20649,author-author,,18,,,author<--->author
陈正清(1949),艾廸(1949),Undirected,20650,author-author,,18,,,author<--->author
陈正清(1949),苏素(1949),Undirected,20651,author-author,,18,,,author<--->author
陈正清(1949),若因(1949),Undirected,20652,author-author,,18,,,author<--->author
陈正清(1949),茜里(1949),Undirected,20653,author-author,,18,,,author<--->author
陈正清(1949),茵明(1949),Undirected,20654,author-author,,18,,,author<--->author
陈正清(1949),荃麟(1949),Undirected,20655,author-author,,18,,,author<--->author
陈正清(1949),萧恺(1949),Undirected,20656,author-author,,18,,,author<--->author
陈正清(1949),萧蕴(1949),Undirected,20657,author-author,,18,,,author<--->author
陈正清(1949),许霈(1949),Undirected,20658,author-author,,18,,,author<--->author
陈正清(1949),谭政(1949),Undirected,20659,author-author,,18,,,author<--->author
陈正清(1949),赵扬(1949),Undirected,20660,author-author,,18,,,author<--->author
陈正清(1949),辛之(1949),Undirected,20661,author-author,,18,,,author<--->author
陈正清(1949),邓小平(1949),Undirected,20662,author-author,,18,,,author<--->author
陈正清(1949),邓颖超(1949),Undirected,20663,author-author,,18,,,author<--->author
陈正清(1949),郇劳(1949),Undirected,20664,author-author,,18,,,author<--->author
陈正清(1949),郑景康(1949),Undirected,20665,author-author,,18,,,author<--->author
陈正清(1949),郭凤(1949),Undirected,20666,author-author,,18,,,author<--->author
陈正清(1949),郭沫若(1949),Undirected,20667,author-author,,18,,,author<--->author
陈正清(1949),阿来(1949),Undirected,20668,author-author,,18,,,author<--->author
陈正清(1949),阿米(1949),Undirected,20669,author-author,,18,,,author<--->author
陈正清(1949),阿芳(1949),Undirected,20670,author-author,,18,,,author<--->author
陈正清(1949),陈伯达(1949),Undirected,20671,author-author,,18,,,author<--->author
陈正清(1949),陈毅(1949),Undirected,20672,author-author,,18,,,author<--->author
陈正清(1949),高崇民(1949),Undirected,20673,author-author,,18,,,author<--->author
陈正清(1949),高鹰(1949),Undirected,20674,author-author,,18,,,author<--->author
陈正清(1949),麦秀(1949),Undirected,20675,author-author,,18,,,author<--->author
陈正清(1949),黄作梅(1949),Undirected,20676,author-author,,18,,,author<--->author
陈正清(1949),龚澎(1949),Undirected,20677,author-author,,18,,,author<--->author
陈正清(1949),（日）德田球一(1949),Undirected,20678,author-author,,18,,,author<--->author
陈正清(1949),（苏）M·玛卡罗娃(1949),Undirected,20679,author-author,,18,,,author<--->author
米谷(1949),林石父(1949),Undirected,20680,author-author,,150,,,author<--->author
米谷(1949),铁生(1949),Undirected,20681,author-author,,105,,,author<--->author
米谷(1949),彰风(1949),Undirected,20682,author-author,,90,,,author<--->author
米谷(1949),方方(1949),Undirected,20683,author-author,,75,,,author<--->author
米谷(1949),思慕(1949),Undirected,20684,author-author,,45,,,author<--->author
米谷(1949),曹来(1949),Undirected,20685,author-author,,60,,,author<--->author
米谷(1949),朝新(1949),Undirected,20686,author-author,,60,,,author<--->author
